"Species_names","spore_length","spore_width","SporeArea","SporeName","Phylum","Source"
"Sclerocystis_dussi",NA,NA,NA,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Sclerocystis_liquidambaris",102.5,52.5,4226.42386678252,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Sclerocystis_pubescens",31,31,754.767635024948,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Sclerocystis_rubiformis",52,52,2123.7166338267,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Sclerocystis_sinuosa",81.5,56.5,3616.5621929044,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Sclerocystis_taiwanensis",62.5,32.25,1583.06817309798,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_alterata",205,187.5,30188.7419055894,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_arenicola",240,220,41469.0230273853,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_armeniaca",196,196,30171.8558450764,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_aurigloba",396,380.5,118342.224464401,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_biornata",355,355,98979.8035421634,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_calospora",261,199.5,40895.2896690234,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_cerradensis",296.5,296.5,69046.1196901373,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_crenulata",134.5,134.5,14208.0491254007,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_dipapillosa",157.5,147.5,18245.781083427,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_dipurpurescens",197,197,30480.5173232916,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_gilmorei",262,262,53912.8715282544,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_hawaiiensis",240,230,43353.9786195391,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_nigra",398.5,398.5,124722.995493382,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_nodosa",243,243,46376.9761504559,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_pellucida",197.5,142.5,22104.0495611169,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_pernambucana",127.5,127.5,12767.6288937298,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_projecturata",144.5,138,15661.6247763085,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_reticulata",339,264,70289.994031418,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_rubra",180,180,25446.9004940773,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_savannicola",434.5,289,98622.8400768993,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_scutata",532,530,221450.866151545,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_spinosissima",179,164.5,23126.4416203196,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_striata",157,134,16523.2065615555,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Scutellospora_tricalypta",345,345,93482.0163983813,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_altomontanum",156,147.5,18072.0117397753,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_constrictum",240,240,45238.934211693,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_furcatum",138,138,14957.122623741,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_fuscum",47,47,1734.94454294496,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_jasnowskae",59,59,2733.97100678652,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_nakheelum",52,52,2123.7166338267,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_titan",320,320,80424.7719318987,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_turnauae",133,133,13892.9081123375,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Septoglomus_viscosum",70.5,70,3875.93993636641,"Azygospores","Glomeromycota","Aguilar_etal_2018"
"Acremonium berkeleyanum",4.65,2,7.30420291959627,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium cerealis",4.65,3.1,11.3215145253742,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium furcatum",3.35,1.85,4.86750511765569,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium fusidioides",4.05,4.05,12.8824933751266,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium fusidioides",5.65,1.65,7.32187437827271,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium kiliense",4.45,1.3,4.54352837525424,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium luzulae",6.7,2.35,12.3660940826928,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium murorum",4.55,2.85,10.1846506838564,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium rutilum",4.5,2.65,9.36587309851457,"conidia","Ascomycota","CompendiumSoilFungi"
"Acremonium strictum",4.4,1.35,4.66526509058084,"conidia","Ascomycota","CompendiumSoilFungi"
"Acrophialophora fusispora",8.5,4.5,30.0414797499524,"conidia","Ascomycota","CompendiumSoilFungi"
"Acrostalagamus luteoalbus",4.25,2.25,7.5103699374881,"conidia","Ascomycota","CompendiumSoilFungi"
"Actinomucor elegans",7,7,38.484510006475,"conidia","Ascomycota","CompendiumSoilFungi"
"Ajellomyces capsulatus",2,2,3.14159265358979,"ascospores","Ascomycota","CompendiumSoilFungi"
"Ajellomyces capsulatus",4,4,12.5663706143592,"conidia","Ascomycota","CompendiumSoilFungi"
"Alternaria alternata",40.5,12.5,397.607820219958,"conidia","Ascomycota","CompendiumSoilFungi"
"Alternaria tenuissima",4,3,9.42477796076938,"conidia","Ascomycota","CompendiumSoilFungi"
"Amorphotheca resinae",5,3,11.7809724509617,"conidia","Ascomycota","CompendiumSoilFungi"
"Aphanoascus fulvescens",11,7.5,64.7953484802895,"conidia","Ascomycota","CompendiumSoilFungi"
"Aphanomyces euteiches",21.5,21.5,363.05030103047,"oospore","Oomycota","CompendiumSoilFungi"
"Apiosordaria verruculosa",27.5,14,302.378292908018,"ascospores","Ascomycota","CompendiumSoilFungi"
"Apiosordaria verruculosa",3,2.1,4.94800842940392,"conidia","Ascomycota","CompendiumSoilFungi"
"Apiospora montagnei",26,9,183.783170235003,"ascospores","Ascomycota","CompendiumSoilFungi"
"Apiospora montagnei",6.75,3.75,19.8803910109979,"conidia","Ascomycota","CompendiumSoilFungi"
"Arachniotus ruber",6.25,4.5,22.0893233455532,"ascospores","Ascomycota","CompendiumSoilFungi"
"Arachniotus ruber",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Arhrinium phaeospermum",10,6,47.1238898038469,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthrobotrys arthrobotryoides",18.5,12,174.358392274234,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthrobotrys conoides",27,11.5,243.866129734908,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthrobotrys oligospora",24.5,11.5,221.285932537231,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthrobotrys psychrophila",58.5,25,1148.64481396877,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthrobotrys superba",17,8.5,113.490034610931,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthroderma cuniculi",2.55,1.7,3.40470103832794,"ascospores","Ascomycota","CompendiumSoilFungi"
"Arthroderma cuniculi",3.85,1.6,4.83805268652828,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthroderma curreyi",4.25,1.75,5.84139884026852,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthroderma insingulare",18,3.5,49.4800842940392,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthroderma lenticulare",2.5,2.15,4.22151512826128,"ascospores","Ascomycota","CompendiumSoilFungi"
"Arthroderma lenticulare",4.75,2.5,9.3266031903447,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthroderma quadrifidum",2.5,2.15,4.22151512826128,"ascospores","Ascomycota","CompendiumSoilFungi"
"Arthroderma quadrifidum",4.75,2.5,9.3266031903447,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthroderma tuberculatum",12.5,8.5,83.4485548609789,"conidia","Ascomycota","CompendiumSoilFungi"
"Arthroderma unicatum",9.5,5.25,39.1717333994477,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus candidus",3,3,7.06858347057703,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus carneus",2.6,2.6,5.30929158456675,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus clavatus",3.75,3,8.83572933822129,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus flavipes",7.2,6,33.9292006587698,"ascospores","Ascomycota","CompendiumSoilFungi"
"Aspergillus flavipes",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus flavus",4,4,12.5663706143592,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus fumigatus",2.75,2.75,5.9395736106932,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus japonicus",3.25,3.25,8.29576810088555,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus melleus",3.15,3.15,7.79311327631118,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus niger",4.5,4.5,15.9043128087983,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus niveus",2.8,2.8,6.15752160103599,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus ochraceus",2.75,2.75,5.9395736106932,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus oryzae",5.5,5.5,23.7582944427728,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus parasiticus",5,5,19.6349540849362,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus restrictus",4.75,3.25,12.1245841474481,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus sclerotiorum",2.5,2.5,4.90873852123405,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus sydowii",3.1,3.1,7.54767635024948,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus tamarii",5.75,5.75,25.9672267773281,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus terreus",2.1,2.1,3.46360590058275,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus ustus",3.85,3.85,11.6415642769587,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus versicolor",2.5,2.5,4.90873852123405,"conidia","Ascomycota","CompendiumSoilFungi"
"Aspergillus wentii",4.75,4.75,17.7205460616549,"conidia","Ascomycota","CompendiumSoilFungi"
"Athelia rolfsii",5.65,4,17.7499984927823,"Basidiospores","Basidiomycota","CompendiumSoilFungi"
"Athelia rolfsii",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Aureobasidium pullulans",10,5,39.2699081698724,"conidia","Ascomycota","CompendiumSoilFungi"
"Auxarthron umbrinum",2.85,2.85,6.37939658219577,"ascospores","Ascomycota","CompendiumSoilFungi"
"Auxarthron umbrinum",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Beauveria bassiana",2.5,2.5,4.90873852123405,"conidia","Ascomycota","CompendiumSoilFungi"
"Beauveria brongniartii",3.5,2.25,6.18501053675491,"conidia","Ascomycota","CompendiumSoilFungi"
"Botryosphaeria rhodina",25,13.5,265.071880146639,"conidia","Ascomycota","CompendiumSoilFungi"
"Botryotrichum piluliferum",14.5,9.25,105.341528665683,"ascospores","Ascomycota","CompendiumSoilFungi"
"Botryotrichum piluliferum",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Botrytis cinerea",11,7.5,64.7953484802895,"conidia","Ascomycota","CompendiumSoilFungi"
"Broomella acuta Truncatella",18,7,98.9601685880785,"conidia","Ascomycota","CompendiumSoilFungi"
"Cadophora fastigiata",4.75,2.5,9.3266031903447,"conidia","Ascomycota","CompendiumSoilFungi"
"Cadophora malorum",5.5,2,8.63937979737193,"conidia","Ascomycota","CompendiumSoilFungi"
"Cadophora tropica",36.5,17.5,501.67307687012,"conidia","Ascomycota","CompendiumSoilFungi"
"Ceratocystis fimbriata",15,10.25,120.754967622358,"chlamydospores",NA,"CompendiumSoilFungi"
"Ceratocystis fimbriata",8,7.5,47.1238898038469,"conidia","Ascomycota","CompendiumSoilFungi"
"Ceratocystis fimbriata",6.25,5,24.5436926061703,"ascospores","Ascomycota","CompendiumSoilFungi"
"Ceratocystis fimbriata",13.5,4.25,45.0622196249286,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomidium fimeti",8.75,6,41.233403578366,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomidium fimeti",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium botrychodes",7.5,7,41.233403578366,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium botrychodes",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium cochliodes",9,7.5,53.0143760293278,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium cochliodes",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium crispatum",10.5,7.75,63.9117755464674,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium elatum",11.25,8.75,77.3126317094363,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium elatum",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium funicola",6,4.25,20.0276531666349,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium funicola",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium globosum",9.9,8.5,66.0912554498953,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium globosum",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium indicum",6,4.75,22.3838476568273,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium indicum",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium nozdrenkoae",19,11.5,171.609498702342,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium nozdrenkoae",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium seminudum",8.25,5,32.3976742401447,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium seminudum",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetomium tetrasporum",12,8,75.398223686155,"ascospores","Ascomycota","CompendiumSoilFungi"
"Chaetomium tetrasporum",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetosphaeria vermicularoides var. caudigerum",4.25,2.15,7.17657571804418,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetosphaeria vermicularoides var. chlamydosporum",4,2.2,6.91150383789755,"conidia","Ascomycota","CompendiumSoilFungi"
"Chaetosphaeria vermicularoides var. virescens",3.25,2.25,5.74322406984384,"conidia","Ascomycota","CompendiumSoilFungi"
"Cheilymenia pulcherrima",26.5,20,416.261026600648,"chlamydospores",NA,"CompendiumSoilFungi"
"Cheilymenia pulcherrima",25.5,15,300.414797499524,"ascospores","Ascomycota","CompendiumSoilFungi"
"Cheilymenia pulcherrima",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Chrysosporium merdarium",5.5,4.5,19.4386045440868,"conidia","Ascomycota","CompendiumSoilFungi"
"Cladorrhinum foecundissimum",2.75,2.75,5.9395736106932,"conidia","Ascomycota","CompendiumSoilFungi"
"Cladosporium cladosporioides",5,3,11.7809724509617,"conidia","Ascomycota","CompendiumSoilFungi"
"Cladosporium herbarum",9.25,4.9,35.5981717559893,"conidia","Ascomycota","CompendiumSoilFungi"
"Cladosporium macrocarpum",12,6.5,61.261056745001,"conidia","Ascomycota","CompendiumSoilFungi"
"Cladosporium sphaerospermum",3.5,3.5,9.62112750161874,"conidia","Ascomycota","CompendiumSoilFungi"
"Clonostachys candelabrum",4.45,2.75,9.61131002457627,"conidia","Ascomycota","CompendiumSoilFungi"
"Clonostachys rosea f. catenulata",5.75,3.5,15.8061380383736,"conidia","Ascomycota","CompendiumSoilFungi"
"Clonostachys rosea f. Rosea",6,3.5,16.4933614313464,"conidia","Ascomycota","CompendiumSoilFungi"
"Coccidioides immitis",7,3,16.4933614313464,"conidia","Ascomycota","CompendiumSoilFungi"
"Cochliolobus geniculatus",27.5,11,237.582944427728,"conidia","Ascomycota","CompendiumSoilFungi"
"Cochliolobus lunatus",25,12,235.619449019234,"conidia","Ascomycota","CompendiumSoilFungi"
"Cochliolobus sativus",80,20.5,1288.05298797182,"conidia","Ascomycota","CompendiumSoilFungi"
"Cochliolobus spicifer",32.5,14.5,370.118884501047,"conidia","Ascomycota","CompendiumSoilFungi"
"Colletotrichum dematium",24,4,75.398223686155,"conidia","Ascomycota","CompendiumSoilFungi"
"Conidiobolus coronatus",17.5,11.5,158.061380383736,"conidia","Entomophthoromycotina","CompendiumSoilFungi"
"Coniothryium cerealis",6.75,2,10.6028752058656,"conidia","Ascomycota","CompendiumSoilFungi"
"Corynascus sepedonium",17.5,8,109.955742875643,"ascospores","Ascomycota","CompendiumSoilFungi"
"Corynascus sepedonium",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Ctenomyces serratus",3.45,2.3,6.23213442655875,"ascospores","Ascomycota","CompendiumSoilFungi"
"Ctenomyces serratus",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Cunninghamella echinulata",40,40,1256.63706143592,"zygospores","Mucoromycotina","CompendiumSoilFungi"
"Cunninghamella echinulata",NA,NA,NA,"conidia","Mucoromycotina","CompendiumSoilFungi"
"Cunninghamella elegans",40,40,1256.63706143592,"zygospores","Mucoromycotina","CompendiumSoilFungi"
"Cunninghamella elegans",NA,NA,NA,"conidia","Mucoromycotina","CompendiumSoilFungi"
"Cylindrocarpon candidum",13.5,5.5,58.3158136322605,"ascospores","Ascomycota","CompendiumSoilFungi"
"Cylindrocarpon candidum",6.5,2.25,11.4864481396877,"conidia","Ascomycota","CompendiumSoilFungi"
"Cylindrocarpon destructans",11.5,3.25,29.3542563569796,"ascospores","Ascomycota","CompendiumSoilFungi"
"Cylindrocarpon destructans",8,3.75,23.5619449019234,"conidia","Ascomycota","CompendiumSoilFungi"
"Cylindrocarpon didymum",29,5,113.88273369263,"conidia","Ascomycota","CompendiumSoilFungi"
"Cylindrocarpon obtusiusculum",13.5,3.5,37.1100632205294,"ascospores","Ascomycota","CompendiumSoilFungi"
"Cylindrocarpon obtusiusculum",25,4,78.5398163397448,"conidia","Ascomycota","CompendiumSoilFungi"
"Cylindrocarpon olidum",50,6.5,255.254403104171,"conidia","Ascomycota","CompendiumSoilFungi"
"Cylindrocladium scoparium",46,3.5,126.449104306989,"conidia","Ascomycota","CompendiumSoilFungi"
"Cylindroclaediella parva",18,2.5,35.3429173528852,"conidia","Ascomycota","CompendiumSoilFungi"
"Dendryphion nanum",67.5,11.25,596.411730329937,"conidia","Ascomycota","CompendiumSoilFungi"
"Doratomyces microsporus",4,2.5,7.85398163397448,"conidia","Ascomycota","CompendiumSoilFungi"
"Doratomyces nanus",7.25,5.5,31.3177517654733,"conidia","Ascomycota","CompendiumSoilFungi"
"Doratomyces purpureofuscus",6,3,14.1371669411541,"conidia","Ascomycota","CompendiumSoilFungi"
"Doratomyces stemonitis",7.25,4.25,24.2000809096839,"conidia","Ascomycota","CompendiumSoilFungi"
"Emericella nidulans",4.15,4.15,13.5265198691126,"ascospores","Ascomycota","CompendiumSoilFungi"
"Emericella nidulans",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Emericella rugulosa",4.2,4.2,13.854423602331,"ascospores","Ascomycota","CompendiumSoilFungi"
"Emericella rugulosa",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Emericellopsis minima",5.5,3.1,13.3910386859265,"ascospores","Ascomycota","CompendiumSoilFungi"
"Emericellopsis minima",7,2.2,12.0951317163207,"conidia","Ascomycota","CompendiumSoilFungi"
"Emericellopsis terricola",7.4,4.55,26.4443561615921,"ascospores","Ascomycota","CompendiumSoilFungi"
"Emericellopsis terricola",6.35,2.65,13.2162875945706,"conidia","Ascomycota","CompendiumSoilFungi"
"Epicoccum nigrum",20,20,314.159265358979,"conidia","Ascomycota","CompendiumSoilFungi"
"Eupenicillium brefeldianum",2.5,1.75,3.43611696486384,"conidia","Ascomycota","CompendiumSoilFungi"
"Eupenicillium javanicum",2.65,1.75,3.64228398275567,"conidia","Ascomycota","CompendiumSoilFungi"
"Eupenicillium lapidosum",2.6,1.95,3.98196868842506,"conidia","Ascomycota","CompendiumSoilFungi"
"Eupenicillium shearii",2.6,2.25,4.59457925587507,"conidia","Ascomycota","CompendiumSoilFungi"
"Eurotium amstelodami",4.85,3.7,14.0939700421672,"ascospores","Ascomycota","CompendiumSoilFungi"
"Eurotium amstelodami",4.75,3.75,13.989904785517,"conidia","Ascomycota","CompendiumSoilFungi"
"Eurotium chevalieri",4.8,3.6,13.5716802635079,"ascospores","Ascomycota","CompendiumSoilFungi"
"Eurotium chevalieri",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
"Eurotium herbariorum",6,4.3,20.2632726156542,"ascospores","Ascomycota","CompendiumSoilFungi"
"Eurotium herbariorum",6.25,6.25,30.6796157577128,"conidia","Ascomycota","CompendiumSoilFungi"
"Exophiala jeanselmei",4.25,1.85,6.17519305971244,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium accuminatum",13.5,13.5,143.138815279185,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium accuminatum",24,5.5,103.672557568463,"ascospores","Ascomycota","CompendiumSoilFungi"
"Fusarium accuminatum",39,3.75,114.864481396877,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium aquaeductuum",9.5,4,29.845130209103,"ascospores","Ascomycota","CompendiumSoilFungi"
"Fusarium aquaeductuum",24.5,2.5,48.1056375080937,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium avenaceum",57.5,3.75,169.351478982575,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium avenaceum",23.5,3.75,69.2132131494001,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium cf.eumartii",8,8,50.2654824574367,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium cf.eumartii",67.5,6,318.086256175967,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium cf.eumartii",13.5,5.25,55.6650948307941,"ascospores","Ascomycota","CompendiumSoilFungi"
"Fusarium cf.eumartii",9,3.75,26.5071880146639,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium chlamydosporum",12,12,113.097335529233,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium chlamydosporum",34,3.75,100.138265833175,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium chlamydosporum",9.25,2.75,19.9785657814226,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium culmorum",11.5,11.5,103.868907109313,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium culmorum",40,6.25,196.349540849362,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium dimerum",10,10,78.5398163397448,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium dimerum",20,3.25,51.0508806208341,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium equiseti",8,8,50.2654824574367,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium equiseti",39,4.5,137.837377676252,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium flocciferum",9.5,9.5,70.8821842466197,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium flocciferum",28.5,4.25,95.1313525415159,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium fujikuroi",46.5,3.5,127.823551092935,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium fujikuroi",9,2.9,20.4988920646734,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium graminearum",11,11,95.0331777710912,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium graminearum",22.5,3.5,61.8501053675491,"ascospores","Ascomycota","CompendiumSoilFungi"
"Fusarium graminearum",50.5,4.75,188.397384444963,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium incarnatum",7.5,7.5,44.1786466911065,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium incarnatum",28.5,3.75,83.9394287131023,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium lateritium",7.5,7.5,44.1786466911065,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium lateritium",15.5,6.5,79.1288649622929,"ascospores","Ascomycota","CompendiumSoilFungi"
"Fusarium lateritium",36,3.75,106.028752058656,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium merismoides var. merismoides",10,10,78.5398163397448,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium merismoides var. merismoides",37.5,4.25,125.172832291468,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium oxysporum",10,10,78.5398163397448,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium oxysporum",36.5,3.75,107.501373615026,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium oxysporum",8.5,2.9,19.3600647277471,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium poae",28,5.4,118.752202305694,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium poae",8,6.6,41.4690230273853,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium proliferatum",42.5,3.9,130.179745583127,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium proliferatum",8,2.7,16.9646003293849,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium redolens",10,10,78.5398163397448,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium redolens",31.5,4.75,117.515200198343,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium redolens",11.25,3.35,29.5996932830413,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium sacchari",9,2.75,19.4386045440868,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium sambucinum var. sambucinum",8.5,8.5,56.7450173054656,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium sambucinum var. sambucinum",24,7.5,141.371669411541,"ascospores","Ascomycota","CompendiumSoilFungi"
"Fusarium sambucinum var. sambucinum",37.5,4.75,139.89904785517,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium solani",8,8,50.2654824574367,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium solani",35,5,137.444678594553,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium solani",12,3,28.2743338823081,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium sporotriochiodes var. sporotrichiodes",11,11,95.0331777710912,"chlamydospores","Ascomycota","CompendiumSoilFungi"
"Fusarium sporotriochiodes var. sporotrichiodes",37.5,4.5,132.535940073319,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium sporotriochiodes var. sporotrichiodes",8.5,3.5,23.3655953610741,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium subglutinans",40.5,4,127.234502470387,"conidia","Ascomycota","CompendiumSoilFungi"
"Fusarium subglutinans",NA,NA,NA,"conidia","Ascomycota","CompendiumSoilFungi"
