Species,n_samples_env,alt_mean,mat_mean,map_mean,seasonality_t_mean,seasonality_p_mean,maxsrad_mean,minvapr_mean,alt_sd,mat_sd,map_sd,seasonality_t_sd,seasonality_p_sd,maxsrad_sd,minvapr_sd
Ascochyta boltshauseri,21,3294.8571428571427,0.7300892810211598,521.5761904761905,853.523414754706,91.33797040926318,21649,0.20376190319657328,1994.1287141434548,9.105447228288044,318.12425269815867,144.69199177855805,36.23833433619023,1689.7684740076081,0.21575087488745257
Ascochyta paspali,1,78,13.4775000651677,1063.6,242.925716077341,38.1011778245363,24067.2,1.00199999809265,NA,NA,NA,NA,NA,NA,NA
Ascocoryne cylichnium,85,996.6823529411764,1.73853665513256,843.0193697479001,920.723106609082,32.69797413948771,20286.358627450973,0.24302353032663757,807.1817699898342,2.6287805738677754,277.9187196933299,264.4913793982364,10.739423192538956,1567.197821317078,0.07904192521910611
Ascocoryne sarcoides,179,575.4860335195531,7.5039195447009135,745.5969983151548,772.8421552803009,42.442895091003486,20804.217127782213,0.44751030698965677,533.7721851036812,3.927390079721978,288.0611582912729,253.93228097716812,28.505843303823706,2609.8485457382803,0.24871268110971842
Ascosphaera apis,7,365.85714285714283,17.27526787959393,657.1071428571429,353.2869956116143,60.45275289606278,25850.45,0.8474285717521391,400.2172029333691,2.0988239307091017,497.74572778057023,103.49487569091544,38.73644876023461,1433.7744551823112,0.17653976474843966
Ascotricha chartarum,14,185.64285714285714,16.495535737092034,550.25,633.0556940141225,76.41698132874988,25329.428571428572,0.7478571374501507,280.4330736400555,2.6351875482056872,439.83330539928596,302.84903689451824,34.241174905847565,2964.4829219453254,0.32373549296760473
Aspergillago clavatoflava,18,321.5,16.576485385341044,710.3833333333333,414.4231531497488,58.44096904123694,27670.27592592593,0.8629166694151033,109.17134400996068,4.017048944903318,179.70739043364517,76.22306755639603,18.705268506920078,793.3886186087967,0.14108667479019252
Aspergillus aculeatus,515,326.7009708737864,19.24903806856633,1298.855954692557,532.4018305565944,73.40565096560505,22636.545938511328,1.3033624430876043,580.690049642595,7.585379771250434,644.08143945509,435.47323792922674,33.8898852273373,2152.9321075868047,0.9353876715765548
Aspergillus allahabadii,34,442.1764705882353,18.62294524291141,678.5892156862745,542.4421145714934,82.14496045436337,21773.063235294117,0.8426225426442489,383.9078543631417,3.958399720506549,514.6540628344042,378.9663135157147,26.88667036845763,2766.530735062131,0.6990030495102408
Aspergillus alliaceus,19,428.3157894736842,16.085778556276114,552.5570175438597,406.5614690737839,56.519627386044625,26059.36842105263,0.9167456012023103,786.5920199493212,2.440850847335405,209.61118254819505,242.45303115216313,22.033540818114627,2503.3106472679633,0.3552135650490215
Aspergillus amylovorus,5,452.6,16.30916665002394,584.05,480.5080019369162,58.37160311222096,25750,0.9285000026226062,456.7354814331814,4.0498153202237575,140.78012555044836,44.74199580870592,29.83095415436796,2708.905585056445,0.19693431766267258
Aspergillus arachidicola,7,684.7142857142857,22.023988115503673,1010.3357142857143,283.8344473312831,98.28129227445831,22853.77142857143,1.2258571335247592,548.9312993704872,3.1345206206782863,502.73322258951424,136.34110719244788,22.643092431843883,2284.0767005614366,0.5737596644915045
Aspergillus ardalensis,8,553.25,17.23835069525715,560.1958333333333,613.1100043171826,69.3367840064028,23472.620833333338,0.7214999992400407,369.8083480476263,2.5576404257881933,435.1341740481931,228.62147286782945,31.36631731925899,3712.08664688048,0.19666450934134225
Aspergillus arenarioides,14,908.7857142857143,20.162946427152267,166.48214285714286,256.3799010395963,110.36179354904144,24230.339285714286,0.691785702747958,83.11824623476399,1.4242796815136272,235.65760005628022,59.347332335846595,14.761736431679576,1160.515127694225,0.3808472689287056
Aspergillus asperescens,10,75.2,17.096062515998902,754.43,426.3920860954621,40.71610828871962,26778.7,1.0799999952316286,54.739382532140425,3.4919956777597827,664.3091286776394,130.6953378403134,11.989915615483476,2343.964497740242,0.5401234082920976
Aspergillus auratus,20,1133.4,17.4258888913567,979.8433333333332,295.18063917867346,70.53014668672466,22756.52,0.9341000022490822,519.3520659639785,3.936563543657166,389.5122857779069,102.8769214728188,14.39166382971065,1629.1603663592452,0.6748999719515572
Aspergillus aureolatus,1,489,19.9781250258287,902.25,463.774209013228,82.9538769102695,21818.5,0.930000007152557,NA,NA,NA,NA,NA,NA,NA
Aspergillus auricomus,8,223.75,25.128385494152713,2212.989583333334,146.58379642231128,88.34198285510465,24031.59375,2.129374951124191,72.21940775956874,2.4271133276219663,1614.9799279045922,171.85781569626107,31.01756408858375,851.5985067748014,0.5516755913779278
Aspergillus austroafricanus,295,293.48135593220337,15.080670442993837,741.0941807909605,625.5473541390178,57.96966603414631,24940.853446327685,0.7505886992260727,457.0367274404189,4.656294086094294,530.1524835582453,324.5779158209851,31.418428920860613,3504.3263973852095,0.43557233338467477
Aspergillus awamori,200,366.255,19.763277665960615,1280.5177085020248,315.17786833261397,73.87165892695582,23321.26401290486,1.643874830712432,456.59881995788675,10.782005243227998,650.0665937766778,343.44531663367343,31.268494094107815,3335.0840694035046,0.8942013903753425
Aspergillus baeticus,2,691,20.4308333516121,569.05,207.8418986432035,105.95552993910499,22190.45,1.0217500075697905,700.035713374682,0.05067592079794638,768.6957818278958,16.068999921021636,4.486221536472738,1848.4478366997528,0.06257895156800311
Aspergillus bicephalus,2,531.5,17.7411458765467,535.625,591.673351054574,88.72400920971984,21645.375,0.5437499955296515,564.9783181680515,2.886616064787971,611.1170356404737,451.74536119522526,36.17986000347363,4094.325039765407,0.06540736756598002
Aspergillus biplanus,18,324.1666666666667,21.852256948398548,2359.782407407407,248.00973317146813,75.80829615743916,23691.527777777785,1.7586111059343368,346.2644772934326,5.745015828354307,1820.5240669602374,191.26451655761335,44.05881919687424,2835.9348901165627,0.6967442902068457
Aspergillus bombycis,6,180.33333333333334,20.345833380758343,1222.2916666666667,279.1214840135903,63.876222464820444,22278.527777777785,1.478749990463256,259.3674356326689,8.499106620491123,849.0481938127344,170.2259991720161,43.357967047587664,4054.8714668855896,0.863194263169361
Aspergillus brasiliensis,224,353.76785714285717,14.05651333308657,723.1389060311625,878.8266266960773,89.11208637850054,22536.717131696427,0.4941620143848318,814.1401856143442,5.605234720444628,406.61321165965114,291.7611366679531,30.735935454541266,2074.300971266456,0.3821500348070898
Aspergillus brevistipitatus,51,1046.7843137254902,9.20507082099629,621.5395424836602,955.2721408860226,89.0020216490211,23169.521241830065,0.40625490232620376,1081.4144499446174,7.342891211123054,327.10941811844316,374.8302906122946,25.262267778999398,3136.527162746293,0.4226449133420964
Aspergillus brunneouniseriatus,2,125,24.1328125397364,1968.625,85.91064804359675,59.9830368723522,20514.75,2.45000001788139,162.63455967290594,0.40143046843191676,91.39355146836127,0.5074561559483673,2.1821320839590825,202.58609280994585,0.05656853069380653
Aspergillus caesiellus,19,301.4736842105263,21.418362573399182,2356.2184210526316,298.8161310600867,21.770980507793148,18998.042982456136,1.9343859819989457,510.2844923744937,7.099256231470436,868.0765469620983,394.89348585066483,15.395527929292419,2362.3040289307223,1.0453825760316222
Aspergillus caespitosus,21,644.8571428571429,21.69322090757587,548.6785714285714,247.83028913293796,90.14690012622803,23817.3373015873,1.1339285671710968,385.87022244717014,3.950652806979245,702.6459107494024,106.26695430064082,31.42880177018127,1559.0618438566091,0.507859834824716
Aspergillus calidoustus,209,360.9617224880383,13.139644805878921,668.4798245614036,911.4680727789904,74.27893464207567,23180.330980861247,0.49412201073204887,498.9194655885583,5.352442555029425,365.89447041629245,324.1334580757458,36.43378505054631,2456.091425669542,0.41228004940034907
Aspergillus candidus,44,401.04545454545456,15.202209587373787,1028.593181818182,748.8211968390857,79.42479427080355,22345.020833333336,0.7296742414886298,759.5039064628613,6.252260581091027,1089.4265643446183,413.2795516851294,34.635559758597125,2466.970469433287,0.6929682787197753
Aspergillus capensis,26,415.2307692307692,13.98100431549611,565.6064102564103,698.726915174836,58.935240735231375,24569.17948717949,0.6072884548742037,511.6329393377489,3.765361699499645,241.06228102928657,350.2660747579778,35.78930434550193,2296.4649660743453,0.27660380270564017
Aspergillus carbonarius,92,336.70652173913044,23.503956862690234,1703.7663043478267,234.33074731058932,78.31051535530668,22728.428985507246,1.8880180926534578,234.70231498708364,3.4222778573451103,668.4702120388474,197.27527866078947,20.982575725184464,2870.277649310653,0.608210143238309
Aspergillus carneus,26,309.15384615384613,16.342956740353422,669.6538461538462,776.844356252988,89.2896022407511,21879.414743589747,0.477499997959687,387.27444452818645,2.4530263825044467,434.2918850856899,318.77274155061434,23.628835657539277,2304.362698035215,0.12550696723669982
Aspergillus cervinus,155,305.7741935483871,15.361029910221305,1273.2991218637994,599.2564555230192,27.279707213120922,22408.772025089605,0.9191784947213307,508.33304795320055,6.978704085517425,590.4748188694,304.3379251719122,20.652688643222803,2723.4692180106294,0.6065727670015555
Aspergillus cibarius,168,678.4642857142857,13.566742159473531,1045.9589748399362,506.8349485723188,57.226741224148896,22662.40536193644,0.9194442970606411,780.9450891386577,8.706717104241218,624.8286422622865,282.1835183991789,30.792392791771235,3959.1653088736957,0.7253523571174038
Aspergillus citrisporus,44,654.5681818181819,7.630214641856224,1200.6757575757576,852.0499596535147,18.914691367069743,20554.172348484855,0.37901894183772983,906.3846249062176,5.175519104428848,265.48452860449976,250.11031418197123,21.853369685402377,1341.3019870837525,0.24739408193754062
Aspergillus clavatonanicus,9,195.22222222222223,15.69202935690589,1379.52962962963,835.5649975807987,97.3312510293048,21610.044444444444,0.7174074070321186,273.8360722119064,6.229746748994917,1768.3884838395197,423.4042265544848,25.035769289045803,2277.1440073648782,0.8055365540784967
Aspergillus clavatus,97,53.88659793814433,13.954775937679393,639.6823024054983,1032.3580555249623,103.73777897595237,22626.85034364261,0.3625721622373641,31.086866294526146,2.023081262545455,316.41994576270383,156.594104692618,19.836983423616815,1279.8874408584684,0.33801315398271137
Aspergillus collinsii,118,397.22033898305085,12.813190924550945,678.6543785310735,974.2317859411721,95.38404142158996,22014.176129943502,0.39474435037601807,955.823367579042,4.949503213126763,298.03469421763253,247.24284871522394,22.888001525743757,1747.7860326314883,0.37435530742474404
Aspergillus conicus,24,392.7083333333333,11.435107092624225,903.3874999999999,536.1596018908269,27.95589331668616,20429.752083333336,0.7136597242620257,616.225077398261,3.732125744973163,670.1173755116039,249.40750046040756,14.102618826630044,3108.632513310224,0.2652431381396413
Aspergillus conjunctus,10,393.7,24.58326384888757,2196.85,230.84723080195567,68.63840913151495,19520.42499999999,1.9264999985694902,153.09114931961287,1.1484872601964742,294.29719011759374,81.2248741998959,8.243792412037802,534.0428750213753,0.317464357160146
Aspergillus conversis,17,480.94117647058823,17.41102532740511,463.24313725490197,476.2777630600948,48.277925509307956,27553.328431372545,0.7833823491545282,621.5086956942191,1.8612303197976954,239.59464220112878,109.18909999989557,25.212901798873062,2062.131490385049,0.1377637749250271
Aspergillus cremeus,25,230.36,25.309466709797594,1841.0286666666668,100.80077195919222,83.04319857222066,23387.728,2.3184199349880226,131.9153390120598,3.548042575132815,370.1977072044672,131.95720392603982,14.478288863939811,923.0733983636763,0.4048274784801035
Aspergillus croceus,1,43,18.3197916249434,443.75,509.550437102626,70.5621514114616,27012.75,1.09250003099442,NA,NA,NA,NA,NA,NA,NA
Aspergillus crustosus,18,856,8.674741512540457,575.2694444444443,858.2661859886557,68.23544312298742,23547.67685185185,0.41939814635724915,1424.5589616769528,5.668110302715979,281.38571260200047,381.8529531408939,43.276261053832584,1611.5357541183903,0.2904238220430294
Aspergillus deflectus,58,122.43103448275862,14.828142946480579,685.1255747126437,931.4707845602788,80.38669956332393,22310.170114942528,0.4332844839206544,120.21663370750198,3.047108216430461,157.26635066292314,198.20755742117973,27.71123105177519,2225.90712924396,0.20435369093722028
Aspergillus discophorus,14,582.1428571428571,17.177594240293622,483.0297619047619,492.387957863037,67.05328898307455,26084.951190476186,0.9455119018043798,664.3131626138218,0.7501507347650009,67.17612715030035,80.72041978813837,2.7599935533979316,1834.0201029579862,0.12644966443687608
Aspergillus diversus,26,253.96153846153845,23.759228128777476,1551.974358974359,147.79448364166956,65.68290374876119,23235.83141025641,2.037679469585419,287.11704662304265,4.340642649403233,576.2011188085626,153.3627278496511,27.92645192883535,3203.5590317587144,0.672321004730397
Aspergillus eburneocremeus,5,250,25.88694454299078,1741.433333333334,76.8031792857127,91.26960569878044,23782,2.322666597366332,42,0.19454500702663266,27.099956437027924,0.4349035962658278,1.4442867029522644,110.77680262582054,0.025099776858989477
Aspergillus elegans,15,1845,11.896666668064679,847.18,593.3505081343391,76.98389657884557,22859.876666666667,1.0511666738117726,2068.7938169723093,12.086639015388931,791.2648777206566,417.8506783835187,24.17450613418832,2629.7523316211104,1.1089823510433616
Aspergillus felis,111,1085.009009009009,15.488870111609016,794.2821321321321,483.7484023058989,71.91008850781796,23603.79714714715,0.7429939930548182,658.8828906220464,5.246578497736891,326.01862211105436,341.5011165367227,24.636857442848004,2099.0144209696987,0.4786577875008887
Aspergillus fischeri,160,766.60625,16.09390427872824,941.9475446428571,468.5659940246455,66.4040693599256,23711.210364583334,1.0115406216793537,609.5866946755577,8.085699968981158,586.4358846696384,414.3401705630413,25.55600156219528,2986.6695995568257,0.7092380226765251
Aspergillus flaschentraegeri,130,319.1384615384615,16.69968395598414,882.6246581196581,510.9648474232843,66.96500301514975,24737.293589743585,1.0370948646332199,436.00820975568683,6.136967941288628,832.2238782255964,369.93216779206915,28.261135347072816,2801.134743947247,0.6340719191795416
Aspergillus flavipes,399,190.22055137844612,14.655778693743446,757.959440267335,917.7256429808305,88.04458613655761,22292.498621553885,0.526030074083616,349.88072839067985,3.8555347334690446,442.03452923373493,295.3797948545265,27.792031169996218,2127.6833633965753,0.5042026490656745
Aspergillus flavus,1311,386.2784134248665,17.577194932243568,663.2733720903537,537.4630920887772,61.315989480956695,25179.876340691797,0.8763904010289162,785.5157674420523,7.76546370513431,549.5578486381238,266.4879284033586,37.41386826906457,2701.2928001473024,0.49897473806792436
Aspergillus floccosus,531,831.2749529190207,18.252437792222658,206.8392920952243,391.3212595064695,109.13221466278105,24165.86964785842,0.554131998632043,443.2868057846757,5.600018661956055,246.38731580845615,268.0063867620735,14.920502819829641,1848.13593754372,0.1526349367088985
Aspergillus flocculosus,9,144.44444444444446,20.399999997682045,841.2962962962963,386.27744220083264,64.20708893656233,25226.398148148146,1.4625925791484358,138.12956880327172,4.017514239777848,616.1332280495755,205.2162229247562,17.729628345822483,2866.7268836873614,0.6768525703890133
Aspergillus foetidus,9,303.55555555555554,20.91062500554102,1720.4,546.6326164588521,110.48436998744876,23751.094444444443,1.0686666498581572,313.4693410491332,5.375407340064969,1705.5735369663778,382.97048198551175,19.16355551885827,1099.7313261214201,0.7394246187433561
Aspergillus fruticulosus,9,591.8888888888889,19.553765400924533,897.25925925926,472.80665224384455,87.2145347839182,26463.8,0.9052962846226148,571.9174862784938,7.535298317276218,266.2466053658288,158.4740610259594,35.59970086415888,1866.4261777190652,0.4132845855559141
Aspergillus fumigatus,396,1249.8636363636363,8.981056230515794,654.7770622895623,879.4640205645866,88.19624578778956,22099.48970959596,0.35880471347464304,1705.4985659838806,8.004887369777165,463.9575421406988,291.30095255244726,30.533131567000193,2498.49397199918,0.3688707557195149
Aspergillus gracilis,49,1235.3469387755101,15.566014759253523,1422.4388888888889,479.74387586612437,74.96818073886003,21149.076757369614,1.3330442123773951,1647.1010082239998,11.667696198074191,986.6906244295583,462.75818231417753,34.93090292354819,2184.2957239718426,1.0705880720605008
Aspergillus granulosus,15,222.06666666666666,16.968162101013263,1036.331111111111,746.6039496059029,71.0303932295388,22068.344444444447,0.917388886213303,283.1676602465822,5.979210138066459,817.387388265019,437.6861264531329,22.110707520578124,2617.671056262855,0.9399676379258479
Aspergillus halophilicus,11,2813.5454545454545,3.3344318224314744,710.2,918.0462272620707,96.30138881268813,20882.29090909091,0.1694090926681054,1887.6871755477052,5.7299028387242,606.1352217121192,135.6339601254097,26.271373175049312,2027.135097350221,0.1305367438126359
Aspergillus heteromorphus,1,279,17.4406248976787,500.75,526.366681658458,67.1619974773185,26663,0.997500002384186,NA,NA,NA,NA,NA,NA,NA
Aspergillus huiyaniae,19,456.7368421052632,24.424159401646495,1557.074561403509,121.38925570508742,89.69040947337915,23857.42982456141,2.0503508299589153,481.44837523009244,3.508796173458014,386.8584822105942,105.4031167250674,3.9620438133038953,196.7783370638647,0.6467783930649124
Aspergillus ibericus,6,501.8333333333333,22.192708359065442,2205.3888888888882,242.17135937177358,86.23115012811523,23536.180555555566,1.7665277636713432,346.3053084586875,6.518373369885956,1334.2967057870117,248.14582191786914,56.48134637331865,2589.340897697859,0.8278708277147608
Aspergillus iizukae,7,371.57142857142856,13.855565508916293,623.8071428571428,881.0119017566124,93.48941074015325,23625.72857142857,0.4591428458690644,595.4406931404832,3.7442169830488456,247.37577762817207,307.25734319122563,34.46598438318435,1179.8450706403298,0.3236620811384683
Aspergillus janus,98,278.3469387755102,25.363770621954178,1684.875510204082,93.77788905307818,88.44074673721278,23589.725510204087,2.2511002845910126,146.19822033700532,1.9825442289532822,312.30306249210525,75.24058054952627,9.87035289672945,1209.5153021619135,0.3269960690110715
Aspergillus japonicus,41,206.29268292682926,19.217093567401545,1158.4772357723577,631.3736950127407,36.15333347162928,22777.54837398374,0.9841666712266645,274.863806629978,4.583927788882706,530.8986589155029,289.4705415081785,35.40954748159055,2397.6176837870557,0.6408363755138984
Aspergillus kanagawaensis,236,310.98728813559325,13.87552174219098,1172.3698446327683,566.8872255174674,26.995086910825933,21688.717019774012,0.8329597438038406,464.4583620201996,5.974338717283924,530.5300875557524,261.46827782971815,21.51970095200243,3299.3529549603068,0.4699329215379368
Aspergillus keveii,15,691,17.34863426625176,709.1199999999998,570.0545822807858,53.736587046533764,24265.08,0.9737444412708284,603.9305778457842,4.5773546209990075,539.1485095271953,346.78297851793263,27.630388492920417,3728.187789654455,0.6949128665905038
Aspergillus luppii,49,206.0612244897959,22.30623732428667,1260.1557823129256,194.18837108322325,75.63963563812398,25002.13979591837,1.7985407734403793,139.35273113028458,4.836479010425113,632.8846584561485,173.83327110060367,21.365518504910057,1992.2891587288727,0.674712344867672
Aspergillus melleus,96,570.4583333333334,10.121235807572385,633.1353165064102,538.5221012947379,44.40412530605285,27340.403730254126,0.7213012816010316,621.5257951485905,17.516107889542646,451.1463319278596,144.85528056709725,21.03519080927723,4564.9879126082005,0.5031679636336962
Aspergillus microcysticus,1,467,16.1374999557932,313.5,634.104674062402,42.474512851789,26721.5,0.797499999403954,NA,NA,NA,NA,NA,NA,NA
Aspergillus movilensis,19,372.3157894736842,16.942547529273014,758.4517543859652,460.6039057507747,60.81237974814347,26125.038596491228,1.0052456027583074,329.65656415790914,3.886805339917344,657.2321266252559,129.44719760102961,22.77202939426249,1959.719211684067,0.3357187485707066
Aspergillus multicolor,1,204,26.0999999841054,1748.75,77.2500589210628,90.3975260839632,23737,2.34999990463257,NA,NA,NA,NA,NA,NA,NA
Aspergillus neobridgeri,46,583.1086956521739,15.660694425959576,475.45471014492756,533.4916089970808,31.75270622602822,26710.581521739132,0.7550144894615463,562.8799054174036,4.425857270333248,384.52695494888235,140.02545002362555,18.1527526912628,2289.724403517714,0.1680635744965014
Aspergillus neoellipticus,375,1288.5786666666668,8.683104638199762,647.7088,903.8217675663084,90.47920126820027,21870.882022222224,0.3304737776547671,1730.9717784930504,8.022091270356755,440.93743064262884,275.4497219342404,29.27336005297256,2295.4082461330436,0.3426946877610386
Aspergillus neoflavipes,2,45,26.9291665818956,2025,32.6406035754142,29.0704783688723,18688,2.75333333015442,0,0,0,0,0,0,0
Aspergillus nidulans,117,1419.3589743589744,13.495592349913638,361.3117165242166,575.4591981967807,96.51730428008749,23557.088782051283,0.5238700080933604,1378.5206117149924,9.582479542468189,312.1729556957483,334.5943218000368,25.868387574236003,2547.1196421118852,0.4315863023578169
Aspergillus niger,286,382.1748251748252,16.11207227273272,830.1733446130357,691.1094937978372,82.62462396628057,22669.66513023077,0.7963685475300745,735.8432261966152,8.01526125593681,614.3168810711661,369.5813745181478,31.61737255877346,2467.1946001249175,0.7056196034573267
Aspergillus ochraceus,260,279.2,15.82792215896199,691.5598348126233,594.0913627993389,50.48788264986838,25449.078965729783,0.7564747036750294,339.895314340202,6.085851600313428,448.0479764485661,267.4972680176927,30.020287862699856,3177.3464419919683,0.32677553497166656
Aspergillus osmophilus,12,486.0833333333333,12.060925917912925,530.8875,624.674802953442,37.23814502853343,26222.105555555558,0.6737499982118608,346.969859401841,5.035488376959501,115.39476952876142,155.45620757997347,12.448686622451424,2281.164280596053,0.266151661323943
Aspergillus ostianus,1,355,16.1749999175469,345,471.102643477654,36.0403207122511,29511.25,0.889999985694885,NA,NA,NA,NA,NA,NA,NA
Aspergillus pallidofulvus,2,2298,-26.0567307319397,96.3076923076923,531.128124017796,82.2509544052408,35212.5384615385,0.0384615376018561,0,0,0,0,0,0,0
Aspergillus panamensis,5,172,19.654541698172707,1843,441.5208140590165,48.4637403393527,22135.19,1.7499999463558213,155.0193536304419,11.107136181489238,834.5662421282087,552.330537730022,23.411956415976107,1281.5310347393072,1.1774482001464346
Aspergillus parasiticus,84,634.8452380952381,15.607623188837279,611.8553571428572,539.0724381541751,60.20503495622942,26008.930753968256,0.8157440441468402,616.8795647830544,4.719951878578806,377.0536733029883,287.0806989015494,25.04808943374947,2727.9355922513732,0.4294149551793469
Aspergillus parvulus,104,183.78846153846155,16.02590749936372,1157.8956730769232,620.5491090242228,26.40157026872159,23599.098397435897,0.8702083314554047,245.9000378272346,5.967132117554894,673.6083909378932,257.667511966373,21.633281113883445,2490.331081966324,0.4882456025225119
Aspergillus penicillioides,383,1188.911227154047,8.596617877556746,889.413104562974,891.1925527579278,84.44582260811964,21054.304183762277,0.47376501180289954,1505.4132853266638,8.377797831529836,623.8431394334501,371.4348816672907,28.21584489937053,2452.4350347709506,0.6426447074368962
Aspergillus piperis,2,1343,12.833333319441092,3687.875,380.62908116623146,78.31580710647205,22925.375,1.146249966695903,1733.8258274694144,19.14196978020201,3289.991076165709,328.96117235287636,95.08655622890257,2309.233970659968,1.3028442003981215
Aspergillus polyporicola,1,280,25.7270834843318,1750.75,76.6232006342142,91.5488415635365,23725.5,2.3024999499321,NA,NA,NA,NA,NA,NA,NA
Aspergillus proliferans,2,1786,0.948958350138535,938.2083333333351,936.0789311418755,58.7415708021911,20616.95833333335,0.1524999998509885,1585.3334034202396,5.363699567281607,98.22891701983362,450.0293030037463,61.734303848184304,507.9972967174595,0.0601040770330588
Aspergillus protuberus,278,374.3705035971223,17.187742561606083,919.3315947242206,387.8423596566419,45.26814611901809,25166.198261390888,1.0659586319038798,421.26794528672514,4.570580955617121,607.5398881372918,199.01367472723786,21.665196792440657,3167.397288671248,0.46559056680397226
Aspergillus pseudodeflectus,93,752.9139784946236,14.269553071493618,646.7173835125448,706.7947146131318,55.08283342836482,24560.581093189965,0.6524614711589178,859.8545333990079,6.679407442876734,425.0067294697688,320.69825654466587,30.519316932699002,3468.7287412686123,0.44520738564311724
Aspergillus pulvinus,34,565.7352941176471,21.91885420485259,1538.427941176471,107.51778760039305,66.04979458094381,22552.636274509805,1.8426029217009448,320.04907851136124,3.4073032608059655,327.48375729430063,26.41494038623453,19.908932247234198,1090.4712055926925,0.3860895541782052
Aspergillus puniceus,11,627.1818181818181,19.28272096169642,762.190909090909,378.41586367736073,73.66369669565732,23276.21060606061,1.1759999930858627,543.6075456028583,2.6578964199381843,243.9302582893129,254.13415320173988,23.48053625554323,3252.9814239510665,0.4814231457438616
Aspergillus puulaauensis,115,503.5652173913044,9.563639507094571,806.8844927536232,1015.0270075530867,83.8684897621436,21669.266811594207,0.3271565217103648,748.6480578810255,5.3914267287190425,363.4485940275368,278.1489537061504,31.872286775390968,2565.985089818726,0.30080367659412166
Aspergillus quadricinctus,15,715.3333333333334,21.144249997056193,1360.2566666666667,208.63450611720378,54.03859245136683,21115.13,1.5675666707754135,628.2714002570484,5.469184660380671,641.7571074420454,149.53989872407848,22.488012044775626,2267.3704301301477,1.0393250511118415
Aspergillus quadrilineatus,12,242.41666666666666,24.249652747685715,286.25,456.9893870142944,82.97573301477803,27373.125,1.150625000397364,225.28586217730063,5.385141910360466,161.76768555836202,76.60094209401785,28.813436148105104,1628.6217594110897,0.40155256941262374
Aspergillus raperi,1,144,26.1531248490016,2750.25,62.0882005105976,25.2285869827263,15191.25,2.71750003099442,NA,NA,NA,NA,NA,NA,NA
Aspergillus recurvatus,2,128.5,24.879687507947303,48.5,308.1136216527595,106.6076581314365,24635.625,1.2624999806284904,95.45941546018392,6.240953964111207,32.526911934581186,157.87463052365408,5.40847007047379,1609.5518106758789,0.40305082860857383
Aspergillus restrictus,77,1588.3376623376623,9.029510735908074,822.8095238095237,853.5818988361893,85.1639823835622,21016.494264069268,0.45525757555418467,1917.6475693602854,8.806249122665665,652.8836888436587,346.038719791394,31.452346695335507,1800.289223627767,0.5908299637462127
Aspergillus roseoglobulosus,9,384.77777777777777,25.37326401361712,1490.0462962962977,102.64608588234663,86.91353248011767,23164.805555555555,2.1497221787770577,269.21635248335946,1.2012885606839176,472.63010611554444,88.60445493470282,12.139908885444688,1476.8158620077786,0.3994496870248375
Aspergillus ruber,31,1006.1290322580645,10.193900873240388,822.9019607843138,635.3485355758327,66.96375850346831,22571.15430107527,0.5693172008159667,1129.0092040349798,10.435999228419956,506.18650588395843,300.55425099014235,29.87904955937961,3229.3982599129886,0.4190279425193643
Aspergillus saccharolyticus,42,161.28571428571428,25.110980460267005,1123.0305555555553,302.7171121627655,102.89645496685772,25224.959523809528,1.3006745955300714,170.05512531117463,4.5276962676975385,322.1359194425184,117.64444689181718,23.556812487030836,2132.1578293495704,0.35680209600747415
Aspergillus salwaensis,85,311.29411764705884,18.554384848566716,1101.0754901960784,578.5340113994514,42.647039187842836,24312.14470588235,0.9546686257451191,335.768763384842,4.366904405666421,1010.740645047734,241.0067188558686,38.0561738038237,2052.761217514678,0.44371150246132673
Aspergillus sclerotialis,1,61,29.2927083770434,71.5,419.747843473356,110.432023994113,25773.75,1.54749995470047,NA,NA,NA,NA,NA,NA,NA
Aspergillus sclerotiorum,21,558.5238095238095,14.301620379016386,780.9960317460318,444.5042526766985,47.42918363759829,26181.769841269837,0.8647142816867142,941.9396806084569,5.54415813019382,773.2338134761762,217.53228291019832,23.34559635161508,2506.441430608897,0.4553938859671361
Aspergillus sesamicola,5,222.2,17.66849994540214,461.2,497.7137566989622,36.09995673797478,27775.12,0.8627999997138972,79.02341425172668,1.7793941637795023,172.0510389390311,70.0461177112828,9.77518463889006,1898.8495341258604,0.086886126832369
Aspergillus silvaticus,8,418.875,24.711197848121362,2679.854166666666,213.54605072223364,79.23912463979579,19924.40625,1.9689583331346527,129.75409434773147,0.6459714989671005,897.6131331512221,21.049033867285328,27.065867347393894,1939.328735751755,0.10194121469602783
Aspergillus stella-maris,7,244.71428571428572,17.563492062072914,491.0119047619049,520.7017468231595,68.34099269433642,26819.547619047615,1.0138095127684736,155.60175051041284,0.4566904829563019,26.78979510360479,8.839674783263996,1.625826400699718,120.11936441036143,0.04888064684033884
Aspergillus stramenius,6,680.3333333333334,6.333437514822527,740.525,1211.7850799171101,102.9734044933804,21267.916666666668,0.14833333094914783,435.1457993209479,3.0612383079569967,236.6355504779449,88.65867428272958,3.345386013647315,1668.1301782734663,0.08447879169975135
Aspergillus stromatoides,39,299.3076923076923,25.32505523618471,2553.7970085470088,83.87337866901389,80.83190419239997,22267.93205128205,2.315944403460903,251.80183873812922,1.5928919210396462,1079.4584652229098,37.296174662839654,38.17545899695009,2101.775091674936,0.31672836994845877
