Species,n_samples_env,alt_mean,mat_mean,map_mean,seasonality_t_mean,seasonality_p_mean,maxsrad_mean,minvapr_mean,alt_sd,mat_sd,map_sd,seasonality_t_sd,seasonality_p_sd,maxsrad_sd,minvapr_sd
Galerina hypnorum,4,435.75,1.3819791520635292,787.225,906.6427365892334,41.263172354103006,18678.862499999974,0.21650000438094125,319.5,4.637569444709354,423.45000000000005,44.564353620868985,12.9000326591596,470.4416666666493,0.0930000051856045
Galerina indica,1,787,20.3572916984558,2017.5,133.825223233738,27.3835131499486,21247.25,1.71500000357628,NA,NA,NA,NA,NA,NA,NA
Galerina marginata,118,1275.2033898305085,1.8810391761969314,693.055679983858,713.7492235538637,52.68470721402834,20183.854181799838,0.27049404631039586,1767.3431678111988,6.20003853375523,403.79914994714034,266.1201541882554,36.03619721900782,1747.6137023819185,0.16245874027401058
Galerina paludosa,3,40,5.094444438064887,747.3194444444443,877.7716026390057,29.2173269195541,20104.694444444434,0.3033333321412407,36.373066958946424,0.31935933055825594,210.60244411590438,19.89795843450826,10.691726365417388,123.83519327151532,0.015275250755707724
Galerina patagonica,151,1087.7152317880796,3.92167391645789,799.8289419741407,632.0600227256242,47.321483461456836,20741.876005203405,0.3842050598616216,1608.9531601944723,6.735543382235209,425.3157788495521,282.9797097358553,33.854460452862924,1955.4524326899773,0.26018833634341515
Galerina pseudomycenopsis,11,105,-1.85249999364217,452,202.735740386467,37.8206786688252,20976.8,0.120000003278255,0,0,0,0,0,0,0
Galerina pumila,23,182.6086956521739,3.653066326648683,640.0070910973085,850.8887737309199,31.19108432080499,19458.109679089026,0.3187826124546319,163.08217090290148,3.0204861857525436,130.85908376459906,130.29698675696608,7.9812096149145395,978.323303907748,0.13323564669590243
Galerina stylifera,112,749.2142857142857,7.359138783662529,935.4855442176874,767.4972892439439,48.709867561482064,23258.913754251702,0.4217159866710149,510.10135768236796,4.510626577335591,311.32575199410195,267.49618591394665,29.30974917675829,3538.451531400822,0.19769957204377017
Galiicola dactylidicola,6,189.66666666666666,13.532638872456216,679.9166666666665,384.25564752229286,35.278384798603,25463.25000000002,0.9125000139077508,27.36908231319908,1.070338233217127,112.00483620510911,42.68490609954103,7.95846114815447,1280.4800727331287,0.020916504937822565
Gamsylella gephyropaga,35,627.1714285714286,16.52284128736454,741.2838095238095,560.9348718931955,54.385424468026926,24790.79714285714,0.8563523809611802,862.8976998092731,4.674979512805466,303.54332322843794,255.0696472758404,30.173395941767488,2188.493187549911,0.3438103129061424
Gamsylella lobata,11,63,11.555454596425518,700.3181818181819,542.9900072337423,15.003301774476455,19986.78181818182,0.6560000029477204,44.49719092257398,3.390214034275844,226.22776384954088,32.815732024026225,3.451399446047422,4568.486140028922,0.07119550991259142
Gamsylella robusta,3,595.6666666666666,23.8545138405429,2940.75,158.8862607206252,96.9408746384609,23176.666666666668,1.8008333245913166,431.6646074596959,2.544826879448732,2530.9424627991843,101.51808340274664,50.471294433813405,2076.1799255684305,0.5854823517167526
Ganoderma adspersum,53,266.92452830188677,10.129551888994708,798.9927672955977,565.7204490773639,25.554753863233238,19404.10251572327,0.6507798712114867,490.7293570663899,2.914644903756958,225.4299808028185,62.37923891041497,18.253040972737807,3207.3694312203675,0.14222288756822749
Ganoderma australe,350,530.8571428571429,15.569469946791441,1527.570173469388,300.210850593425,38.77306635695725,21885.79296088435,1.219419283210661,603.1455721901292,6.651847187681915,759.4804632425376,170.27459477593646,23.039970849051112,2965.268416055127,0.7408199950610176
Ganoderma carnosum,32,1180.03125,3.253864994946013,996.453125,845.7817825678089,28.126568847252848,20150.608333333337,0.3051979153261832,1804.3178942492546,9.504203884539164,238.1433000733963,119.37474815970165,24.126705009838574,2291.8935514940313,0.12735030058824984
Ganoderma destructans,16,702.5625,20.886705723270367,1121.005208333333,285.6492605770872,82.61515308578235,23774.434375,1.291541649401188,699.4275724952989,5.040513094902252,649.8740971147366,132.4226809041568,22.117885572574195,2520.372191543592,0.7965377210938666
Ganoderma enigmaticum,5,901,21.54826391900166,1026.2333333333327,346.7462469505824,105.19109416898738,23043.38333333334,0.957833332816761,531.8082361152373,4.428983489525994,522.4219618756471,162.59363497842267,21.6323129747678,2354.457922690944,0.24806165890788734
Ganoderma mbrekobenum,1,1186,20.395000064373,1112.6,219.204397454244,109.12776760945,20883.4,1.06600000858307,NA,NA,NA,NA,NA,NA,NA
Ganoderma multiplicatum,46,346.2826086956522,23.839011176225657,2169.5590579710147,115.37312861328637,55.78178272876719,21638.184782608696,2.1974492412546422,352.53669079613246,3.3646037720409643,571.5052506774826,74.37734654137475,18.948007776972545,1242.1241041444364,0.4990517275133653
Ganoderma orbiforme,197,337.6395939086294,23.082577186986544,1982.2737732656517,213.07729606835667,47.47338553921639,21195.32893401015,1.9928553353824896,550.7885136707836,5.263245368377351,762.0985994500356,252.53508291200924,30.427447825526503,3113.0158947096115,0.7942522247372817
Ganoderma oregonense,67,861.9850746268656,7.36030163030689,1309.6129175550823,768.6953098257088,51.44244494488536,20575.011513859285,0.41399644875280733,720.6881285006274,3.3483536222954946,654.09984900979,164.23897541018607,20.99725175395363,2992.910370654464,0.1666485595368612
Ganoderma pfeifferi,2,933.5,8.64812502434167,776.275,621.6129478810631,33.053211362796446,21753.775,0.533749997615814,723.3702371538382,1.3785635798983276,150.6490997317939,39.29596125637413,29.31984129191982,4835.160814414553,0.061871826495083465
Ganoderma philippii,36,325.25,24.700048218722692,2274.1041666666674,128.26931015770194,41.81001865339958,19274.68055555555,2.275393519688537,304.6539371624326,2.1359022964350283,489.47804333873347,132.65848911923078,23.09016115765722,1490.1581251319735,0.5406115571806949
Ganoderma resinaceum,1,1872,3.52083334838971,922,570.632845486249,32.4272466695371,21567.25,0.285000003874302,NA,NA,NA,NA,NA,NA,NA
Ganoderma tsugae,25,413.52,5.9272249865010345,1136.166,979.9691475569385,14.214063884904947,20538.350000000002,0.2841599942445753,371.8875412451099,2.811908569894212,356.7608608251004,172.3028317061926,9.464857654245506,324.35493772255114,0.0754981679590528
Ganoderma zonatum,2,41.5,20.986979089677348,1316.75,517.6837375345915,43.5862806118031,23062,1.1249999999999991,31.81980515339464,2.5419015777994125,111.01576464628796,158.112432587328,26.27204481991768,457.14453403710297,0.38890869593512084
Gastrosporium simplex,3,1942.6666666666667,3.1987500046949,912.2333333333333,566.410790406893,31.58637013033963,21576.133333333335,0.281166667242845,61.19912853410033,0.31759923658100175,9.421429473988166,4.103208201023509,0.8601205145189609,9.649654570674967,0.00464578857920708
Gautieria morchelliformis,19,1369.5263157894738,5.012295334992591,717.604385964912,700.0288692111858,46.12251494204597,20422.83245614033,0.32761403400647027,607.5575298247761,2.2960514678743973,187.28762291948294,207.58005566338446,14.912654803407724,377.23443788408485,0.08482423804431825
