"clade","species","value"
"eudicots","Althaea ludwigii L.",1.7788
"eudicots","Althaea officinalis L.",4.5
"eudicots","Althaea taurinensis DC.",4.75
"eudicots","Altingia chinensis Oliv. ex Hance",10
"eudicots","Altingia excelsa Noronha",2.8328
"eudicots","Alvaradoa amorphoides Liebm.",7.6
"eudicots","Alvaradoa haitiensis Urb.",7.2392
"eudicots","Alyogyne hakeifolia (Giord.) Alef.",3.7396
"eudicots","Alyogyne huegelii (Endl.) Fryxell",6.07
"eudicots","Alyogyne pinoniana (Gaudich.) Fryxell",2.45
"eudicots","Alyogyne wrayae (Lindl.) Conran",6.2702
"eudicots","Alysicarpus glumaceus (Vahl) DC.",18.096
"eudicots","Alysicarpus monilifer (L.) DC.",2.79
"eudicots","Alysicarpus muelleri Schindl.",4.6384
"eudicots","Alysicarpus ovalifolius (Schumach. & Thonn.) J.Léonard",2.3699
"eudicots","Alysicarpus rugosus subsp. rugosus",2.6932
"eudicots","Alysicarpus rugosus (Willd.) DC.",1.932
"eudicots","Alysicarpus vaginalis var. vaginalis",1.1789
"eudicots","Alysicarpus vaginalis (L.) DC.",1.8
"eudicots","Alysicarpus zeyheri Harv.",1.9488
"eudicots","Alyssoides utriculata (L.) Medik var. bulgarica (Sagorski) Hayek",6.2256
"eudicots","Alyssum akamasicum Burtt",0.5692
"eudicots","Alyssum alyssoides (L.) L.",0.71
"eudicots","Alyssum bertolonii Desv.",1.32
"eudicots","Alyssum borzaeanum Nyár.",0.2412
"eudicots","Alyssum caliacrae",0.37852
"eudicots","Alyssum campestre L.",1.2
"eudicots","Alyssum chondrogynum Burtt",0.618
"eudicots","Alyssum condensatum Boiss. & Hausskn. ex Boiss. subsp. condensatum",0.5592
"eudicots","Alyssum constellatum Boiss.",0.2
"eudicots","Alyssum contemptum Schott & Kotschy",0.8776
"eudicots","Alyssum cypricum Nyár.",0.5308
"eudicots","Alyssum damascenum Boiss. & Gaill.",0.794
"eudicots","Alyssum dasycarpum Stephen ex. Willd",0.4
"eudicots","Alyssum desertorum Stapf",0.44
"eudicots","Alyssum hirsutum M.Bieb.",1.3984
"eudicots","Alyssum linifolium Stephan",0.73
"eudicots","Alyssum macrocalyx Coss. & Durieu",1.4036
"eudicots","Alyssum maritimum (L.) Lam.",0.243
"eudicots","Alyssum minimum Willd.",0.5
"eudicots","Alyssum minus subsp. strigosum",0.74
"eudicots","Alyssum minutum DC.",0.54
"eudicots","Alyssum montanum L. subsp. montanum",0.8364
"eudicots","Alyssum montanum L. subsp. brymii Dostál",0.9056
"eudicots","Alyssum mouradicum Boiss. & Balansa",2.6486
"eudicots","Alyssum murale Waldst. & Kit.",5.27864
"eudicots","Alyssum murale Waldst. & Kit. subsp. murale",2.24
"eudicots","Alyssum nebrodense Tineo",0.4228
"eudicots","Alyssum saxatile L.",0.94
"eudicots","Alyssum saxatile L. subsp. orientale (Ard.) Rech.f.",0.584
"eudicots","Alyssum serpyllifolium Desf.",0.342
"eudicots","Alyssum simplex Rudolphi",0.786
"eudicots","Alyssum sp.",1.23
"eudicots","Alyssum stenostachyum Botsch. & Vved.",0.94
"eudicots","Alyssum subspinosum T.R.Dudley",1.1124
"eudicots","Alyssum szovitsianum Fisch. & C.A.Mey.",1.1224
"eudicots","Alyssum tenium Halácsy",1.3608
"eudicots","Alyssum tortuosum Willd.",0.2716
"eudicots","Alyssum tortuosum Willd. subsp. tortuosum",0.2588
"eudicots","Alyssum tortuosum Willd. subsp. heterophyllum Nyár.",0.2852
"eudicots","Alyssum trichostachyum Rupr.",1.612
"eudicots","Alyssum troodi Boiss.",0.5408
"eudicots","Alyxia buxifolia R.Br.",69.7072
"eudicots","Alyxia magnifolia F.M.Bailey",153.876
"eudicots","Alyxia ruscifolia subsp. major P.I. Forst.",43
"eudicots","Alyxia ruscifolia R.Br.",163.774
"eudicots","Amaranthus albus L.",0.3
"eudicots","Amaranthus blitoides S.Watson",0.8
"eudicots","Amaranthus blitum L.",0.5588
"eudicots","Amaranthus blitum L. subsp. emarginatus (Salzm. ex Uline & Bray) Carretero, Muñoz Garm. &",0.2776
"eudicots","Amaranthus cannabinus (L.) J.D.Sauer",3
"eudicots","Amaranthus caudatus L.",0.5
"eudicots","Amaranthus centralis J.Palmer & Mowatt",0.5512
"eudicots","Amaranthus cochleitepalus Domin",0.232
"eudicots","Amaranthus cuspidifolius Domin",0.4232
"eudicots","Amaranthus deflexus L.",0.4
"eudicots","Amaranthus dinteri Schinz",0.8788
"eudicots","Amaranthus dubius M.Martens ex Thell.",0.228
"eudicots","Amaranthus fimbriatus (Torr.) Benth. ex S.Watson",0.204
"eudicots","Amaranthus graecizans subsp. sylvestris (Vill.) Brenan",0.3366
"eudicots","Amaranthus graecizans L.",0.328
"eudicots","Amaranthus greggii S.Watson",0.7694
"eudicots","Amaranthus hybridus subsp. hybridus",0.7
"eudicots","Amaranthus hybridus subsp. cruentus (L.) Thell.",0.49
"eudicots","Amaranthus hybridus L.",0.46
"eudicots","Amaranthus hypochondriacus L.",0.4228
"eudicots","Amaranthus interruptus R.Br.",0.2804
"eudicots","Amaranthus lividus L.",0.3
"eudicots","Amaranthus looseri Suess.",0.49504
"eudicots","Amaranthus macrocarpus Benth.",0.2656
"eudicots","Amaranthus mitchellii Benth.",1.795
"eudicots","Amaranthus palmeri S.Watson",0.3
"eudicots","Amaranthus powellii S.Watson",0.45
"eudicots","Amaranthus praetermissus Brenan",0.506
"eudicots","Amaranthus retroflexus L.",0.4
"eudicots","Amaranthus sparganiocephalus Thell.",0.7148
"eudicots","Amaranthus spinosus L.",0.22
"eudicots","Amaranthus thunbergii Moq.",0.793
"eudicots","Amaranthus tricolor L.",0.47
"eudicots","Amaranthus tuberculatus (Moq.) J.D.Sauer",0.2296
"eudicots","Amaranthus undulatus R.Br.",0.2722
"eudicots","Amaranthus viridis L.",0.4
"eudicots","Amaranthus watsonii Standl.",0.196
"eudicots","Amasonia campestris (Aubl.) Moldenke",10.26
"eudicots","Amauriopsis dissecta",0.4972
"eudicots","Amberboa bucharica Iljin",7.73
"eudicots","Amberboa glauca (Willd.) Grossh.",2.9884
"eudicots","Amberboa iljiniana Grossh.",5.7688
"eudicots","Amberboa moschata (L.) DC.",5.0752
"eudicots","Amberboa sosnovskyi Iljin",3.4308
"eudicots","Amblygonocarpus andongensis (Welw. ex Oliv.) Exell & Torre",500
"eudicots","Amblyolepis setigera DC.",3.4
"eudicots","Amblyopappus pusillus Hook. & Arn.",0.293
"eudicots","Ambrosia acanthicarpa Hook.",5.724
"eudicots","Ambrosia ambrosioides (Cav.) Payne",82.356
"eudicots","Ambrosia artemisiifolia L.",3.63
"eudicots","Ambrosia bidentata Michx.",4.7168
"eudicots","Ambrosia camphorata (Greene) W.W.Payne",33.5252
"eudicots","Ambrosia chamissonis (Less.) Greene",12.346
"eudicots","Ambrosia confertiflora DC.",2.9616
"eudicots","Ambrosia cordifolia (A.Gray) Payne",10.7743
"eudicots","Ambrosia deltoidea (Torr.) Payne",12.2792
"eudicots","Ambrosia dumosa (A.Gray) Payne",4.3
"eudicots","Ambrosia eriocentra (A.Gray) Payne",10.566
"eudicots","Ambrosia maritima L.",3.3086
"eudicots","Ambrosia psilostachya DC.",6.604
"eudicots","Ambrosia salsola",7.0752
"eudicots","Ambrosia salsola (Torr. & A.Gray) Strother & B.G.Baldwin var. salsola",3.71112
"eudicots","Ambrosia trifida L.",11
"eudicots","Amelanchier alnifolia subsp. semiintegrifolia (Hook.) C.L.Hitchc.",4.95
"eudicots","Amelanchier alnifolia (Nutt.) Nutt.",5.9
"eudicots","Amelanchier arborea (Michx.f.) Fernald",5.65
"eudicots","Amelanchier canadensis (L.) Medik.",8.1
"eudicots","Amelanchier denticulata (Kunth) K.Koch",5.9304
"eudicots","Amelanchier florida Lindl.",8.5
"eudicots","Amelanchier laevis Wiegand",36.17
"eudicots","Amelanchier ovalis Medik.",5.2
"eudicots","Amelanchier pallida Greene",6.572
"eudicots","Amelanchier parviflora",83.33
"eudicots","Amelanchier sanguinea (Pursh) DC.",5.4
"eudicots","Amelanchier spicata (Lam.) K.Koch",4
"eudicots","Amelanchier utahensis Koehne",85.36
"eudicots","Amelanchier vulgaris Moench",156.25
"eudicots","Amellus nanus DC.",30.1568
"eudicots","Amellus tenuifolius Burm.",0.4
"eudicots","Amellus tridactylus DC.",0.0908
"eudicots","Amethystea caerulea L.",0.6
"eudicots","Amicia zygomeris DC.",202
"eudicots","Ammannia auriculata Willd.",0.052
"eudicots","Ammannia baccifera L.",0.03
"eudicots","Ammannia coccinea Rottb.",0.022
"eudicots","Ammannia multiflora Roxb.",0.0118
"eudicots","Ammannia prieuriana Guill. & Perr.",0.01508
"eudicots","Ammannia robusta Heer & Regel",0.0216
"eudicots","Ammannia senegalensis Lam.",0.0223
"eudicots","Ammi majus L.",0.5
"eudicots","Ammi visnaga (L.) Lam.",0.7
"eudicots","Ammobium alatum var. grandiflorum",0.4
"eudicots","Ammobium alatum R.Br.",0.7
"eudicots","Ammobium craspedioides Benth.",0.6744
"eudicots","Ammoides pusilla (Brot.) Breistr.",0.2
"eudicots","Ammopiptanthus nanus (Popov) S.H.Cheng",36.7524
"eudicots","Ammoselinum popei Torr. & A.Gray",2.7
"eudicots","Amomyrtus luma (Molina) Legrand & Kausel",25
"eudicots","Amomyrtus sp.",22
"eudicots","Amoreuxia palmatifida Moc. & Sessé ex DC.",40.2
"eudicots","Amoreuxia wrightii A.Gray",33.9632
"eudicots","Amorpha californica Nutt. ex Torr. & A.Gray",10.81
"eudicots","Amorpha canescens Pursh",2
"eudicots","Amorpha fruticosa L.",7.8
"eudicots","Amorpha nana Nutt. ex Fraser",2.45
"eudicots","Ampelocera hottlei (Standl.) Standl.",670
"eudicots","Ampelocera verrucosa Kuhlm.",300
"eudicots","Ampelocissus africana (Lour.) Merr.",40.022
"eudicots","Ampelocissus elephantina Planch.",58.2289646
"eudicots","Ampelocissus leonensis (Hook.f.) Planch.",38.0631
"eudicots","Ampelocissus multistriata (Baker) Planch.",28.644
"eudicots","Ampelocissus obtusata subsp. obtusata",62.368
"eudicots","Ampelocissus obtusata subsp. kirkiana (Planch.) Wild & R.B.Drumm.",47.9648
"eudicots","Ampelopsis arborea (L.) Koehne",18.368
"eudicots","Ampelopsis cordata Michx.",37.554
"eudicots","Amphiachyris dracunculoides (DC.) Nutt.",0.678
"eudicots","Amphiasma benguellense Bremek.",0.0904
"eudicots","Amphiasma divaricatum (Engl.) Bremek.",0.05272
"eudicots","Amphiasma luzuloides (K.Schum.) Bremek.",0.147
"eudicots","Amphiasma merenskyanum Bremek.",0.12636
"eudicots","Amphibolia laevis (Aiton) H.E.K.Hartmann",0.25824
"eudicots","Amphibolia rupis-arcuatae (Dinter) H.E.K.Hartmann",0.2176
"eudicots","Amphibolia saginata (L.Bolus) H.E.K.Hartmann",58.4764
"eudicots","Amphicarpaea bracteata (L.) Fernald",27.091
"eudicots","Amphiglossa tomentosa Harv.",0.9793333
"eudicots","Amphilophium crucigerum (L.) L.G.Lohmann",55.79
"eudicots","Amphipterygium adstringens (Schltdl.) Standl.",135.8551
"eudicots","Amphorocalyx multiflorus Baker",0.055
"eudicots","Amsinckia douglasiana A.DC.",2.55
"eudicots","Amsinckia eastwoodae J.F.Macbr.",2.762
"eudicots","Amsinckia grandiflora Kleeb. ex A.Gray",3.2
"eudicots","Amsinckia hybrid sp.",3.27
"eudicots","Amsinckia idahoensis M.E.Jones",1.2
"eudicots","Amsinckia lunaris J.F.Macbr.",2.043
"eudicots","Amsinckia lycopsoides Lehm.",1.852
"eudicots","Amsinckia menziesii subsp. intermedia (Fisch. & C.Mey.) Ganders",1.932
"eudicots","Amsinckia menziesii var. menziesii",2.50192
"eudicots","Amsinckia menziesii var. intermedia Ganders",1.6148
"eudicots","Amsinckia menziesii (Lehm.) A.Nels. & J.F.Macbr.",2.137
"eudicots","Amsinckia micrantha Suksd.",1.271
"eudicots","Amsinckia sp.",1.57
"eudicots","Amsinckia spectabilis Fisch. & C.A.Mey.",1.519
"eudicots","Amsinckia tessellata subsp. gloriosa (Eastw. ex Suksd.) Hoover",2.373
"eudicots","Amsinckia tessellata A.Gray",4.388
"eudicots","Amsinckia vernicosa subsp. furcata (Suksd.) Hoover ex Jeps.",2.7
"eudicots","Amsonia tomentosa Torr. & Frem. var. stenophylla Kearney & Peebles",84.2084
"eudicots","Amyema congener (Schult. & Schult.f.) Tiegh.",20.31
"eudicots","Amyema linophylla (Fenzl) Tiegh.",7.124
"eudicots","Amyema miquelii (Lehm. ex Miq.) Tiegh.",28.47
"eudicots","Amyris elemifera L.",63.1696
"eudicots","Amyris madrensis S.Watson",250.99
"eudicots","Amyris texana (Buckl.) P.Wilson",11.98
"eudicots","Anabasis articulata (Forssk.) Moq.",2.412
"eudicots","Anabasis syriaca Iljin",3.1512
"eudicots","Anacardium excelsum (Kunth) Skeels",2873
"eudicots","Anacardium giganteum W.Hancock ex Engl.",3663.3
"eudicots","Anacardium occidentale L.",4087
"eudicots","Anacardium orientale Auct. ex Steud.",1111
"eudicots","Anacyclus clavatus (Desf.) Pers.",0.5
"eudicots","Anacyclus monanthos subsp. monanthos",0.6372
"eudicots","Anacyclus radiatus Loisel.",1.0728
"eudicots","Anadenanthera colubrina var. cebil (Griseb.) Altschul",82
"eudicots","Anadenanthera colubrina (Vell.) Brenan",202
"eudicots","Anagallis alternifolia Cav. var. repens (d'Urv.) R.Knuth",0.09576
"eudicots","Anagallis arvensis subsp. foemina (Mill.) Schinz & Thell.",0.5313
"eudicots","Anagallis arvensis L.",0.5
"eudicots","Anagallis djalonis A.Chev.",0.0502
"eudicots","Anagallis foemina Mill.",0.599
"eudicots","Anagallis minima (L.) E.H.L.Krause",0.043
"eudicots","Anagallis monelli L.",0.4796
"eudicots","Anagallis pumila Sw.",0.0889344
"eudicots","Anagallis tenella (L.) L.",0.119
"eudicots","Anagyris foetida L.",357.5
"eudicots","Anaphalis contorta (D.Don) Hook.f.",0.0208
"eudicots","Anaphalis contorta (D.Don.) Hook.f. var. pellucida (Franch.) Y.Ling",0.0064
"eudicots","Anaphalis flavescens Hand.-Mazz.",0.0444
"eudicots","Anaphalis margaritacea (L.) Benth. & Hook.f. var. japonica (Sch.-Bip.) Makino",0.0144
"eudicots","Anaphalis margaritacea (L.) Benth. & Hook.f.",0.09
"eudicots","Anaphalis royleana var. concolor Hook.f.",0.0752
"eudicots","Anaphalis virgata Thomson",0.0956
"eudicots","Anarrhinum bellidifolium (L.) Willd.",0.031
"eudicots","Anarrhinum forskahlii (J.F.Gmel.) Cuf.",0.237
"eudicots","Anarrhinum fruticosum Desf.",0.0876
"eudicots","Anastatica hierochuntica L.",4.496
"eudicots","Anchonium billardierei DC.",61.104
"eudicots","Anchusa arvensis (L.) M.Bieb. subsp. orientalis (L.) Nordh.",3.8181818
"eudicots","Anchusa arvensis (L.) M.Bieb.",5.55
"eudicots","Anchusa azurea Mill.",21.8
"eudicots","Anchusa capensis Thunb.",7.2
"eudicots","Anchusa officinalis L.",3.918
"eudicots","Anchusa undulata L.",5.63
"eudicots","Anchusa velenovskyi (Guseul.) Stoj.",2.052
"eudicots","Ancylobothrys amoena Hua",248.3710407
"eudicots","Andersonia annelsii",0.01504
"eudicots","Andersonia auriculata L.Watson",0.1412
"eudicots","Andersonia bifida L.Watson",0.0276
"eudicots","Andersonia caerulea R.Br.",0.11
"eudicots","Andersonia echinocephala (Stschegl.) Druce",0.1648
"eudicots","Andersonia gracilis DC.",0.0401
"eudicots","Andersonia grandiflora Stschegl.",0.0812
"eudicots","Andersonia hammersleyana Lemson",0.111
"eudicots","Andersonia lehmanniana Sond.",0.16
"eudicots","Andersonia pinaster Lemson",0.104
"eudicots","Andersonia redolens Lemson",0.1088
"eudicots","Andersonia sprengelioides R.Br.",0.0616
"eudicots","Andira inermis (W. Wright) Kunth ex DC.",792
"eudicots","Andira inermis (Wright) DC. subsp. inermis",3028.627451
"eudicots","Andira inermis (Wright) DC. subsp. rooseveltii (De Wild.) Polhill",9275.620438
"eudicots","Andromeda glaucophylla Link",0.179
"eudicots","Andromeda polifolia L.",0.2004
"eudicots","Androsace chamaejasme Wulfen ex Host",0.59636
"eudicots","Androsace elongata L.",0.158
"eudicots","Androsace maxima L.",1.2
"eudicots","Androsace obtusifolia All.",0.4268
"eudicots","Androsace occidentalis Pursh",0.271
"eudicots","Androsace septentrionalis L. var. breviscapa Krylov",0.3308
"eudicots","Androsace septentrionalis L.",0.1688
"eudicots","Androsace villosa L.",1
"eudicots","Androsace villosa L. subsp. koso-poljanskii (Ovcz.) Fed.",1.1564
"eudicots","Androstachys johnsonii Prain",61.08
"eudicots","Andryala glandulosa Lam. subsp. cheiranthifolia (LHér.) Greuter",0.1524
"eudicots","Andryala integrifolia L.",0.15
"eudicots","Anemocarpa podolepidium (F.Muell.) Paul G.Wilson",0.392
"eudicots","Anemocarpa saxatilis (Paul G.Wilson) Paul G.Wilson",0.39136
"eudicots","Anemone baldensis L.",1.6288
"eudicots","Anemone berlandieri Pritz.",0.64756
"eudicots","Anemone canadensis L.",2.266
"eudicots","Anemone caroliniana Walter",0.284
"eudicots","Anemone caucasica Rupr.",1.2916
"eudicots","Anemone coronaria var. coccinea",0.5608
"eudicots","Anemone coronaria L.",0.5
"eudicots","Anemone cylindrica A.Gray",1.2
"eudicots","Anemone decapetala Ard.",0.3
"eudicots","Anemone deltoidea Hook.",3.975
"eudicots","Anemone drummondii S.Watson",5.7
"eudicots","Anemone hupehensis (Lemoine) Lemoine",0.4788
"eudicots","Anemone lithophila Rydb.",0.314
"eudicots","Anemone multifida Poir.",1.41
"eudicots","Anemone narcissiflora L. subsp. fasciculata (L.) Ziman & Fedor.",8.5316
"eudicots","Anemone narcissiflora L.",5.733
"eudicots","Anemone narcissiflora L. subsp. protracta (Ulbr.) Ziman & Fedoronczuk",2.0824
"eudicots","Anemone nemorosa L.",3
"eudicots","Anemone occidentalis S.Watson",3.039
"eudicots","Anemone parviflora Michx.",0.66
"eudicots","Anemone pavonina Lam.",1.969
"eudicots","Anemone quinquefolia L.",1.26
"eudicots","Anemone ranunculoides L.",1.5
"eudicots","Anemone rivularis Buch.-Ham. ex DC.",8.3141
"eudicots","Anemone sylvestris L.",0.5724
"eudicots","Anemone transvaalensis Burtt Davy",8.3242
"eudicots","Anemone vesicatoria Prantl subsp. grossa (H.Rasm.) J.C.Manning & Goldblatt",16.0244
"eudicots","Anemone virginiana L. var. virginiana",1.1384
"eudicots","Anemone virginiana L. var. riparia (Fernald) B.Boivin",1.1496
"eudicots","Anemone vitifolia Buch.-Ham. ex DC.",0.4944
"eudicots","Anethum graveolens L.",1.8
"eudicots","Angelica adzharica Pimenov.",11.8488
"eudicots","Angelica ampla A.Nels.",4.1
"eudicots","Angelica archangelica L.",3.9
"eudicots","Angelica arguta Nutt.",3.6
"eudicots","Angelica atropurpurea L.",4.1408
"eudicots","Angelica brevicaulis (Rupr.) B.Fedtsch.",4.6524
"eudicots","Angelica breweri A.Gray",9.741
"eudicots","Angelica canbyi J.M.Coult. & Rose",4.5592
"eudicots","Angelica hendersonii J.M.Coult. & Rose",10.8648
"eudicots","Angelica kingii (S.Watson) J.M.Coult. & Rose",2.7276
"eudicots","Angelica komarovii Schischk.",6.568
"eudicots","Angelica lucida L.",5.8924
"eudicots","Angelica major Lag.",4.0745
"eudicots","Angelica multicaulis Pimenov",6.41
"eudicots","Angelica pachycarpa Lange",8.1660275
"eudicots","Angelica pubescens Maxim.",5.89
"eudicots","Angelica purpurascens (Avé-Lall.) Gilli",13.001
"eudicots","Angelica sylvestris L.",2.86
"eudicots","Angelica tomentosa S.Watson",8.6304
"eudicots","Angianthus brachypappus F.Muell.",0.012
"eudicots","Angianthus cyathifer P.S.Short",0.056
"eudicots","Angianthus preissianus Benth.",0.044
"eudicots","Angianthus tomentosus J.C.Wendl.",0.3297
"eudicots","Angophora bakeri C.C.Hall",7.9079498
"eudicots","Angophora costata",16.1
"eudicots","Angophora crassifolia (G.J.Leach) L.A.S.Johnson & K.D.Hill",9.472
"eudicots","Angophora euryphylla (L.Johnson ex G.J.Leach) L.A.S.Johnson & K.D.Hill",13.587
"eudicots","Angophora floribunda (Sm.) Sweet",13.6
"eudicots","Angophora hispida (Sm.) Blaxell",22.976
"eudicots","Angophora inopina K.D.Hill",12.1554839
"eudicots","Angophora leiocarpa (L.Johnson ex G.J.Leach) K.R.Thiele & P.Y.Ladiges",12.478
"eudicots","Angophora melanoxylon R.T.Baker",8.038
"eudicots","Angophora robur L.A.S.Johnson & K.D.Hill",18.2189055
"eudicots","Angophora subvelutina F.Muell.",7.266
"eudicots","Angophora woodsiana Bailey",26.792
"eudicots","Anisacanthus quadrifidus (Vahl) Nees",11.08652
"eudicots","Aniseia martinicensis (Jacq.) Choisy",39.4152
"eudicots","Anisocoma acaulis Torr. & A.Gray",1.527
"eudicots","Anisodontea elegans (Cav.) Bates",1.3824
"eudicots","Anisodontea fruticosa (P.J.Bergius) Bates",2.3752
"eudicots","Anisodontea scabrosa",2.7464
"eudicots","Anisomeles indica (L.) Kuntze",1.4
"eudicots","Anisomeles malabarica (L.) R.Br. ex Sims",1.6766
"eudicots","Anisopappus abercornensis G.Taylor subsp. anemonifolius (DC.) S. Ortiz, Paiva & Rodr. Oubiña",0.2256
"eudicots","Anisopappus chinensis subsp. buchwaldii (O.Hoffm.) S.Ortiz, Paiva & Rodr. Oubina",0.0736
"eudicots","Anisopappus chinensis (L.) Hook & Arn. subsp. buchwaldii (O.Hoffm.) S.Ortiz, Paiva, Ro (O.Hoffm.) S.Ortiz, Paiva, Rodr. Oubina",0.1418
"eudicots","Anisopappus kirkii (Oliv.) Brenan",0.2124
"eudicots","Anisopappus orbicularis (Humbert) Wild",0.2136
"eudicots","Anisopappus pinnatifidus Klatt",0.1796
"eudicots","Anisophyllea disticha Baill.",330
"eudicots","Anisophyllea pomifera Engl. & Brehmer",1693.0769231
"eudicots","Anisoptera costata Korth.",685
"eudicots","Anisoptera glabra Kurz",1250
"eudicots","Anisoptera marginata Korth.",550
"eudicots","Anisoptera megistocarpa Slooten",2895
"eudicots","Anisosciadium lanatum Boiss.",34.58884
"eudicots","Anisosciadium orientale DC.",53.0876
"eudicots","Anisotome flexuosa J.W.Dawson",0.6715328
"eudicots","Anisotome haastii (F.Muell. ex Hook.f.) Cockayne & Laing",2.482
"eudicots","Anisotome imbricata (Hook.f.) Cockayne ex Cheeseman var. imbricata",1.0784431
"eudicots","Anisotome pilifera (Hook.f.) Cockayne & Laing",1.9132
"eudicots","Anisotome procumbens (F.Muell.) C.J.Webb",1.6528
"eudicots","Ankyropetalum gypsophiloides Fenzl",1.71
"eudicots","Anneslea fragrans Wall.",1250
"eudicots","Anoda crenatiflora Ortega",2.574
"eudicots","Anoda cristata (L.) Schltdl.",10
"eudicots","Anoda pentaschista A.Gray",5.282
"eudicots","Anogeissus acuminata (Roxb. ex DC.) Guill., Perr. & A.Rich.",25.84
