"Species_names","spore_length","spore_width","SporeArea","spore_type","Phylum","Source"
"Entoloma_sinuatum",9.5,8.3,342.671836684185,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Entoloma_turbidum",7,6.5,154.854337883197,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Entoloma_venosum",9.3,7.3,259.49398239019,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Entoloma_vernum",10.5,8,351.858377202057,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Flammulaster_carpophilus",8.5,5.3,125.017061655728,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Flammulaster_granulosus",9,5,117.809724509617,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Flammulaster_velutipes",7.8,3.5,50.0298630084175,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_ampullaceocystis",10.5,6,197.920337176157,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_atkinsonia",11.5,8.3,414.813275986118,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_badipes",10.8,6.8,261.481039743586,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_calyptrata",11.3,6.3,234.83248005951,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_clavata",13,7.3,362.733523771233,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_graminea",8.3,4.5,88.0038642086841,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_marginata",9,5.5,142.549766656637,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_paludosa",10.8,6,203.575203952619,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_pruinatipes",10.8,6.8,261.481039743586,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_pseudomycenopsis",10.5,7.3,292.97707689215,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_pumila",10.5,5.3,154.43284086884,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_sphagnorum",10.3,5.5,163.14028850704,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_tibiicystis",9.8,6,184.72564803108,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Galerina_uncialis",8.5,5,111.264739814639,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gomphidius_glutinosus",18.5,6,348.716784548467,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gomphidius_roseus",18.5,5.3,272.09595772129,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_acervatus",6.6,3.8,49.9010577096203,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_androsaceus",7.8,4.3,75.5144626143378,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_confluens",7.3,3.5,46.8228205078779,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_dryophilus",5.5,3.3,31.3609486644601,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_foetidum",8,4,67.0206432765822,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_fulgens",9.9,6.8,239.690953098287,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_fuscopurpureus",7.3,3.5,46.8228205078779,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_fusipes",5.8,3.8,43.8524446539087,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_hariolorum",6.8,3.5,43.6157780073383,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_ocior",6.8,4,56.9675467850949,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_odini",7.3,4.5,77.4009890028185,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_penetrans",8,4.8,96.5097263182785,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_peronatus",9,3.5,57.7267650097124,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_sapineus",8.3,4.8,100.128841055214,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Gymnopus_vernus",7.5,4.5,79.5215640439916,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_cavipes",11,5.8,193.752490922395,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_circinans",10,5.5,158.388629618485,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_crustuliniforme",11,5.8,193.752490922395,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_gigaspermum",15,8,502.654824574367,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_incarnatulum",10.3,6,194.150425991849,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_mesophaeum",9.5,5.5,150.469198137561,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_pusillum",11.5,6,216.769893097696,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_radicosum",9,5,117.809724509617,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_sinapizans",11.5,7,295.047910049641,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_sordescens",10.3,6.3,214.050844656014,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hebeloma_velutipes",10.8,6.3,224.441662357762,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_cephalotricha",7.3,4.8,88.0651252654291,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_crispula",8.3,4.8,100.128841055214,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_cucullata",12,4.3,116.176096329751,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_lactea",11,3.5,70.5549350118708,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_mairei",7,4,58.6430628670095,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_ochrogaleata",9.5,5,124.354709204596,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_pseudocrispula",9.9,4.8,119.43078631887,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hemimycena_pseudolactea",7,3,32.9867228626928,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hydropus_subalpinus",8.5,3.3,48.4669206632565,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_agathosmus",9.5,5.5,150.469198137561,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_asterospora",6.5,5.8,114.490108272324,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_chrysodon",8,4,67.0206432765822,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_discoxanthus",8.3,5.1,113.036074472488,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_eburneus",8,4.8,96.5097263182785,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_erubescens",9.5,4.5,100.727314455723,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_heydrychii",8,5.3,117.66311685245,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_hyacinthinus",9.3,5.3,136.783373340973,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_hypothejus",8,4.5,84.8230016469244,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_latitabundus",10.5,6,197.920337176157,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_olida",4,2.8,16.4200576027627,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_olivaceoalbus",13,7.8,414.124743596207,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_penarius",7.5,4.5,79.5215640439916,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_piceae",8,5,104.71975511966,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_pustulatus",8.5,4.8,102.541584213171,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hygrophorus_queletii",9,4.5,95.42587685279,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_capnoides",8,4.5,84.8230016469244,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_elongatum",10.4,6.3,216.129008196363,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_fasciculare",7,4.3,67.7693895256878,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_lateritium",7,3.8,52.9253642374761,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_marginatum",8,4.5,84.8230016469244,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_polytrichi",8,4.5,84.8230016469244,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_radicosum",6.3,3.5,40.4087355067987,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Hypholoma_subericaeum",8,4.5,84.8230016469244,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Infundibulicybe_bresadolana",6.8,3.5,43.6157780073383,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Infundibulicybe_costata",7,4,58.6430628670095,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Infundibulicybe_geotropa",8.5,6.5,188.037410286739,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Infundibulicybe_gibba",6.8,4.3,65.8331212535253,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_acuta",10,6.3,207.816354034965,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_amblyspora",8.5,5,111.264739814639,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_amethystina",9.5,5.5,150.469198137561,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_appendiculata",10,5.5,158.388629618485,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_assimilata",8,6,150.79644737231,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_asterospora",10.5,8.5,397.215121138259,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_bongardii",13.5,7.8,430.052618349907,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_calamistrata",11.8,5.5,186.898582949813,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_calida",9.5,7,243.735230041008,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_cincinnata",9.5,5.5,150.469198137561,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_cookei",8,4.5,84.8230016469244,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_dulcamara",9.5,5.8,167.331696705704,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_dunensis",12,7,307.8760800518,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_erubescens",12,6.5,265.464579228338,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_fibrosa",9,6.3,187.034718631468,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_flocculosa",9.5,5.3,139.724951262284,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_fraudans",10,6.5,221.220482690281,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_fuscidula",9.3,5.5,147.301425545191,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_geophylla",9,5.5,142.549766656637,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_giacomi",12,5.8,211.366353733521,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_grammata",8.8,5.8,155.001992737916,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_griseolilacina",9.5,5.5,150.469198137561,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_gymnocarpa",11.3,6.8,273.586643435418,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_haemacta",10,6,188.495559215388,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_hystrix",10,6,188.495559215388,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_jacobi",8.8,6,165.876092109541,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_lacera",12.5,5,163.624617374468,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_lanuginosa",9.5,7,243.735230041008,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_leiocephala",10,6,188.495559215388,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_leptophylla",10.5,8,351.858377202057,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_maculata",10,5.8,176.138628111268,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_margaritispora",9,7,230.90706003885,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_mixtilis",8.5,6,160.221225333079,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_napipes",9.5,7,243.735230041008,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_nitidiuscula",10.5,5.8,184.945559516831,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_ochroalba",8.8,5.3,129.429428537695,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_oreina",11,8.3,396.777916160635,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_pelargonium",8.3,5,108.646745936647,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_petiginosa",7,5,91.6297857297023,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_phaeodisca",9.5,5,124.354709204596,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_praetervisa",10.5,8.5,397.215121138259,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_putilla",9,7,230.90706003885,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_queletii",10.8,6.3,224.441662357762,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_rimosa",12,7,307.8760800518,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_sambucina",8.5,4.3,82.2914015669066,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_soluta",7,5.8,123.297039677887,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_splendens",10.5,6,197.920337176157,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_subcarpta",9.1,6,171.530958886003,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_taxocystis",10.5,6,197.920337176157,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_tenebrosa",8.3,5,108.646745936647,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_tricolor",9,6,169.646003293849,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_umbratica",8.5,6.3,176.64390092972,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Inocybe_whitei",8.8,5,115.191730631626,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Kuehneromyces_mutabilis",6.8,4,56.9675467850949,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_amethystina",9,8.8,364.92740264099,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_aurantiacus",8,6.5,176.976386152225,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_azonites",8.5,7.8,270.773870812904,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_badiosanguineus",8,6.5,176.976386152225,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_bicolor",8.3,7.3,231.591403638557,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_blennius",6.8,5.5,107.70426814057,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_camphoratus",7.3,6,137.601758227233,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_chrysorrheus",7.3,6,137.601758227233,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_deliciosus",9.3,7.3,259.49398239019,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_deterrimus",9.8,7.5,288.633825048562,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_flexuosus",7.3,6,137.601758227233,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_fulvissimus",7.5,6.5,165.915362017711,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_glyciosmus",7,5.8,123.297039677887,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_helvus",7.3,5.5,115.623699621494,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_hysginus",7,5.8,123.297039677887,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_laccata",9,8.3,324.636476858701,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_lacrymabunda",9.5,6,179.070781254618,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_lignyotus",9.3,8.3,335.457692753991,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_mammosus",7.5,5.8,132.103971083451,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_necator",7.8,5.8,137.388129926789,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_omphaliformis",8.3,6.8,200.953021284422,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_pallidus",7.5,5.8,132.103971083451,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_picinus",7.5,6.8,181.58405537749,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_piperatus",8.8,6.8,213.058624976255,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_proxima",9.3,7.5,273.90760948486,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_pubescens",7.3,5,95.5567765466895,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_pyrogalus",6.3,5.3,92.6597045213041,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_quietus",7.8,6.3,162.096756147273,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_rufus",8.3,6.5,183.613000632933,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_serifluus",7.5,6.8,181.58405537749,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_sphagneti",7.8,6.3,162.096756147273,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_subdulcis",8.3,6.5,183.613000632933,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_tabidus",8,6.5,176.976386152225,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_tetraspora",9.4,7.5,276.852852597601,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_torminosus",8.5,6.3,176.64390092972,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_tortilis",12.8,12.8,1098.06621944352,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_turpis",7.8,5.8,137.388129926789,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_uvidus",10,7.5,294.524311274043,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_vellereus",9.8,8,328.401152055253,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_vietus",6.8,6.5,150.429928229391,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Laccaria_zonaroides",9,7.8,286.701745566604,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_boudieri",8.5,3.5,54.5197225091729,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_castanea",10.5,4.3,101.654084288532,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_cristata",7,3,32.9867228626928,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_echinacea",4.8,2.8,19.7040691233152,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_erminea",15,6.3,311.724531052447,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_flaccida",4.5,3.8,34.0234484383775,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_fuscovinacea",5.3,2.8,21.7565763236605,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_grangei",10.5,4,87.9645943005142,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_irina",7.8,4.5,82.7024266057513,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_magnispora",19,4.5,201.454628911445,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_nuda",7.3,4.5,77.4009890028185,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_saeva",7.5,5,98.174770424681,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lepidella_sordida",6.3,3.8,47.6328278137284,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Leucoagaricus_americanus",9.5,6.5,210.159458555767,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Leucoagaricus_badhamii",6.5,3.8,49.1449810776563,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Leucoagaricus_barsii",8,4.5,84.8230016469244,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Leucoagaricus_candidus",7,3.5,44.8985950075541,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Leucoagaricus_compactus",7,4.5,74.2201264410589,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Leucoagaricus_leucothites",9,6,169.646003293849,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_ambustum",6,6,113.097335529233,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_anthracophilum",5.5,5.5,87.113746290167,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_decastes",5.8,5.8,102.160404304535,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_fumosum",5.8,5.8,102.160404304535,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_palustre",6.8,4.3,65.8331212535253,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_rancidum",7.8,4.8,94.0969831603215,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_semitale",7,4.5,74.2201264410589,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Lyophyllum_tylicolor",7,5.3,102.955227245894,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Macrocystidia_cucumis",8.8,4.5,93.3053018116169,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Macrocystidia_excoriata",14,9.5,661.567052968451,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Macrocystidia_mastoidea",14.5,9.8,729.153182922679,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Macrocystidia_procera",15.3,10,801.106126665397,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_bulliardii",8.6,4,72.0471915223259,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_buxi",10.3,3.8,77.8758930922862,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_favrei",12,3.8,90.7291958356732,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_oreades",9.5,5,124.354709204596,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_perforans",7.8,4,65.3451271946677,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_ramealis",8.8,3.5,56.4439480094966,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_rotula",7.8,4,65.3451271946677,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_setosus",12.3,5,161.006623496477,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_torquescens",8.5,4.3,82.2914015669066,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_wettsteinii",10,5.3,147.078896065562,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Marasmius_wynnei",7.5,3.8,56.7057473972958,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"?_plathyphylla",8.5,7.3,237.171919388883,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Melanoleuca_brevipes",8.5,5,111.264739814639,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Melanoleuca_cognata",8.3,5,108.646745936647,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Melanoleuca_excissa",8.5,5.8,149.717833894578,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Melanoleuca_haematospermum",5.8,3.3,33.0715458643397,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Melanoleuca_verrucipes",9.3,5.8,163.808924143479,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_adscendens",9,5,117.809724509617,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_aetites",9.3,6,175.30087007031,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_alba",8.5,8.5,321.555098064305,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_alliaceus",9.3,7,238.603962040145,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_amicta",8.3,4.8,100.128841055214,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_aurantiomarginata",8.8,5.5,139.381994064267,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_bulbosa",10,4.5,106.028752058656,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_capillaris",9,4.5,95.42587685279,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_cinerella",9.8,5,128.281700021583,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_citrinomarginata",9.5,5,124.354709204596,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_clavata",7.5,6,141.371669411541,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_corynephora",7.3,7,187.291282031511,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_crocata",7.5,6,141.371669411541,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_epipterygia",9,6.5,199.098434421253,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_flavescens",10,5.3,147.078896065562,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_flavoalba",7.3,4,61.1563369898813,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_galericulata",10.5,7.8,334.485369827705,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_galopus",11,6,207.345115136926,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_haematopus",9,5.5,142.549766656637,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_inclinata",9,6.5,199.098434421253,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_leptocephala",9.5,5,124.354709204596,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_metata",9.5,5,124.354709204596,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_olivaceomarginata",11.5,6,216.769893097696,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_pelianthina",7.5,4,62.8318530717959,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_polygramma",9,6.3,187.034718631468,"Basidiospores","Basidiomycota","Bassler_etal_2015"
"Mycena_pseudocorticola",11.5,11.5,796.328287838063,"Basidiospores","Basidiomycota","Bassler_etal_2015"
