Species,spore_type,phylum,class,order,guild,Life_style,simpleFunct,host.assoc,log10.sporeVolume,log10.sporeAspectRatio,n_samples_env,alt_mean,mat_mean,map_mean,seasonality_t_mean,seasonality_p_mean,maxsrad_mean,minvapr_mean,alt_sd,mat_sd,map_sd,seasonality_t_sd,seasonality_p_sd,maxsrad_sd,minvapr_sd,geo_extent_m,geo_extent_prop,geo_area_m,geo_area_prop
Abundisporus_fuscopurpureus,Meiospores,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA,NA,0.31075865699864064,0.3010299956639812,19,683,22.81624271067959,2818.8675438596497,117.46329746530805,42.33039649827835,20157.749999999996,2.105710530594776,625.4028035327846,3.5672368069285496,559.3351312841828,115.1225255133717,24.25469682325245,2203.355997390022,0.5372321707304997,7629963.521600767,0.38149817608003833,1225776314190.3972,0.008264069105823639
Abundisporus_pubertatis,Meiospores,Basidiomycota,Agaricomycetes,Polyporales,NA,NA,NA,NA,1.3016300618001266,0.15126767533064914,19,656.2631578947369,6.772149139387829,1107.6552631578948,1122.0999002285398,96.33891930673572,20432.281578947368,0.28002631585849014,175.34532345101294,5.056771065339253,602.2264074283803,318.6757887296732,14.086502303426537,1165.2412162307526,0.4512602888421427,6868546.347801537,0.34342731739007687,367914513757.939,0.0024804451934113975
Acanthobasidium_delicatum,Meiospores,Basidiomycota,Agaricomycetes,Russulales,NA,NA,NA,NA,2.615249184772128,0.27106677228653797,1,614,11.6319444254041,1428.33333333333,398.548101628321,23.0627327665436,24638.8333333333,0.819999992847443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthobasidium_penicillatum,Meiospores,Basidiomycota,Agaricomycetes,Russulales,NA,NA,NA,NA,3.4136038212440587,0.10424239402918742,1,77,26.3250000476837,2622.25,69.995735320361,62.2125120105559,22562.25,2.6049998998642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acanthophysellum_lividocoeruleum,Meiospores,Basidiomycota,Agaricomycetes,Russulales,NA,NA,NA,NA,1.6821959744027415,0.3010299956639812,3,744.6666666666666,11.2829861122701,1180.4833333333333,573.7227725581515,41.120626401534636,21719.5,1.0580555217133645,534.9339523093794,13.049320957040623,1118.7029099959173,432.29945128952755,18.924757111284986,833.5503883989257,1.3288680837894686,6115498.640804356,0.3057749320402178,78841440489.51001,5.315416076042635e-4
Acaulium_acremonium,Mitospores,Ascomycota,Sordariomycetes,Microascales,NA,NA,NA,NA,2.241116686457203,0.3010299956639812,137,229.7080291970803,13.20886508220402,620.6658150851581,1016.1616567085567,97.53021349255158,22253.03686131387,0.32142700640770216,789.9365588877444,3.6155043931723125,157.6890116938771,86.21518615804393,19.657405979543967,1357.6274305453755,0.08302197960300868,9457674.750731885,0.4728837375365943,2171646162422.4893,0.01464103503379373
Acaulospora_alpina,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,5.344182412485591,0,4,2023,3.0250000061312052,852.375,565.5658898759838,32.13989676190605,21197.575,0.2800416705509025,129.12268068262318,0.8167641228065634,83.91203231162183,9.969303780000265,0.8642936888668914,410.91620789088273,0.01644878536731034,30286.630655131532,0.0015143315327565765,363239720.3539081,2.4489281741158532e-6
Acaulospora_brasiliensis,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,5.403607592546248,0,49,1795.1020408163265,4.829171158538605,991.1099773242631,573.3090113418311,32.652333139345295,22494.65912698413,0.40086394710098805,820.6519066393182,5.051663869123676,304.91967855120816,189.03647782683163,14.655987486339317,2168.77946991887,0.3292165063815088,16633122.123889036,0.8316561061944518,26182614598921.715,0.17652073539987398
Acaulospora_cavernata,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,6.157382729345204,0,2,509.5,6.247812510390455,1075.9875,742.297434692143,28.874309207116152,20139.3875,0.390000009536743,645.5884912233179,1.2534940213861256,649.99023093620406,157.08404680088955,8.390094841536387,73.52142757387026,0.08485280868476344,NA,NA,NA,NA
Acaulospora_colossica,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,7.0558112321312825,0,8,592.125,11.63062499931354,975.85,418.95259066196775,25.32277976380555,25143.61875,0.7813749950379132,439.27617004730473,2.5117390346087536,369.16450649695844,82.83801457800297,11.175243433323653,1484.3522211334914,0.1506938141155688,1104429.944148813,0.05522149720744064,176125526164.9805,0.0011874218017406284
Acaulospora_lacunosa,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,6.070812509277783,0,5,99.4,19.32333340644838,1172.15,674.8188442493732,20.7754979821261,23801.2,0.8519999980926508,30.41052449399714,0.6368134607848849,102.63552016724034,72.53624917580319,13.762060683265563,362.9138327482159,0.09391484545882668,NA,NA,NA,NA
Acaulospora_laevis,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,6.8658375394095374,0.18328683519210487,30,439,11.618062545691298,991.5022222222223,362.0706871708162,27.518117608831716,24143.532222222224,0.8368444407482944,659.888026029077,3.7684979806917056,268.0139823700422,109.96209880781522,10.978435670098172,1272.9107601829485,0.2099014313083219,16749914.941528695,0.8374957470764347,277702212887.1823,0.0018722423100952109
Acaulospora_mellea,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,5.71899862231049,0,13,268.3076923076923,18.94653846690286,1311.5692307692307,405.94864571222854,32.45416772701564,23124.91153846154,1.1210769194823051,251.42208356181465,2.977868371974918,321.69790988497107,76.42003756738544,20.01774802236678,1582.896847312158,0.2545429659208941,16418111.87884334,0.820905593942167,604522770663.6002,0.004075635901080054
Acaulospora_nivalis,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,5.4918364804961355,0,6,1402.5,2.0642361228302515,932.6666666666665,467.9612843699145,12.68860298541075,18976.41666666665,0.37749999947845947,1277.8367266595526,3.0303511173667994,469.76338015359767,159.14459303174735,1.762729578348403,2537.1421734568653,0.16705538191626712,NA,NA,NA,NA
Acaulospora_pustulata,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,4.907913051006312,0.016086819893454795,2,6,9.14034722668843,1351.933333333335,441.87763504626105,26.1475592499012,17578.11666666665,0.709999978542328,0,0.003044482811997399,3.8655170704887323,0.1821785746303123,0.034309601528060105,2.4277332820487745,0,NA,NA,NA,NA
Acaulospora_scrobiculata,Azygospores,Glomeromycota,Glomeromycetes,Diversisporales,Arbuscular Mycorrhizal,Plant,Plant-AM,yes,6.3576875090006135,0.02632893872234915,8,335.25,24.2843228687843,2214.9375,242.5802640521549,66.88710273869077,19864.05625,1.883374992012979,106.77312395916867,1.8533562693995171,417.36977759535966,61.07212266073134,7.870926443150563,1768.6331587733227,0.34400745815097594,NA,NA,NA,NA
Acervus_flavidus,Meiospores,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA,NA,2.438304008326152,0.23139406752258676,4,373,24.9395832618078,2362.5,220.988008014725,69.6698954697769,19238.75,2.00499999523163,0,0,0,0,0,0,0,NA,NA,NA,NA
Achroiostachys_betulicola,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Soil Saprotroph,Free-living,Free-living,no,2.2753011230777775,0.2218487496163564,180,1275.8,12.203429399292151,686.7908333333334,751.5274675737957,83.85095096788046,22709.581388888888,0.45499629552786547,1366.0063979826773,8.191037158932831,328.1072848525204,323.2143954362019,26.75964111373543,2006.6451915972864,0.3052926382947495,14801485.292104226,0.7400742646052113,28706128598415.105,0.19353403043576378
Achroiostachys_humicola,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Undefined Saprotroph,Free-living,Free-living,no,2.178391110069721,0.12493873660829993,42,2393.7380952380954,3.8566380783642074,549.9684807256235,842.4652012994618,80.9305049674009,21452.394331065763,0.2163129266706251,1605.5866348247891,7.262171437738035,222.35549691893917,177.7815759219108,31.69508911794835,1997.6350741799745,0.2259795056245662,16725138.145883838,0.8362569072941919,43155490195440.33,0.29095027301646587
Achroiostachys_levigata,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Undefined Saprotroph,Free-living,Free-living,no,2.363437211778329,0.10914446942506807,154,410.47402597402595,19.654818267403048,804.3384199134199,619.6050378480853,85.19813903064562,23288.27142857143,0.7067272760586819,565.0991259918542,5.735940547203831,381.898110274909,287.2867105202407,29.463105234997823,2146.5092625360194,0.36917048596966773,18887582.163173784,0.9443791081586892,6840406943067.093,0.046117382947474424
Achroiostachys_saccharicola,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Undefined Saprotroph,Free-living,Free-living,no,1.7102246980029852,0.3590219426416679,71,171.94366197183098,25.85167934114057,915.0220657276996,356.4294629515581,102.86559001609851,24392.894366197183,1.1876666644614349,539.7742620054621,4.128188298373462,458.5484673780074,137.13897089413197,28.776896993269236,2195.6033536472773,0.5489208767000456,6620122.148323275,0.33100610741616376,5077102244952.871,0.03422934782137232
Acicuseptoria_rumicis,Mitospores,Ascomycota,Dothideomycetes,Pleosporales,Plant Pathogen,Plant,Plant-Pathogen,yes,0.44811276836937347,0,600,1854.2416666666666,3.928430883865494,661.2642023809524,802.0612122434717,66.23501915396449,21731.691279761908,0.30459579345926885,1666.6181806873317,6.68866062457368,327.38794169221507,226.92756555962384,36.64609304870375,2409.688383088817,0.2667001175228598,19017457.26430145,0.9508728632150725,44176881218405.29,0.2978363956312803
Acremoniopsis_suttonii,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Undefined Saprotroph,Free-living,Free-living,no,0.7189986223104902,0.09691001300805642,89,223.2921348314607,16.393149947918275,975.6838951310862,735.5212922091777,66.1450219413394,22365.78370786517,0.6614812784203877,429.53916114850745,2.8484467406975935,479.2485811106009,299.77288098902403,33.512690475562316,2001.540113734291,0.44044082852824096,16395002.744527219,0.8197501372263609,8779019980816.707,0.059187330480271194
Acremonium_blochii,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,0.9352470195120896,0.15970084286751188,4,72.5,17.000607651347924,634.7083333333333,368.17144415898275,52.80786366535615,28327.729166666675,1.0274999886751175,55.65069631190611,2.1270701448936897,228.48478857707593,42.27060780763179,38.27741778606411,2686.3526804867315,0.11521719920286791,1999416.8847194028,0.09997084423597014,NA,NA
Acremonium_brachypenium,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,0.585285961394685,0.4279032320494809,1,117,26.3687499562899,6014.25,148.018405448436,145.552155815605,24558.25,2.06749993562698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acremonium_citrinum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,0.5148786396545654,0.505149978319906,22,252.22727272727272,22.532922923729544,1862.9151515151514,223.75372991532197,78.870675252528045,23466.435606060604,1.847848547317764,329.58674439048986,6.745860862395036,160.7951152806704,102.6800683297758,29.525190214467717,573.2092282922104,0.6033673450076729,2785515.996717767,0.13927579983588834,930615118.7726219,6.274119970690383e-6
Acremonium_curvulum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,1.1517174405544435,0.37617126390986594,201,497.43283582089555,13.745253146324991,716.4206112295665,808.6761185065333,83.3460352504481,22828.266311300642,0.47932741052716676,834.0015208118135,4.01087585483644,287.3509336431155,316.5217816314408,30.667760795779532,1916.98605441423,0.31288776583124095,17276409.69479042,0.863820484739521,NA,NA
Acremonium_dichromosporum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,1.2552413291488091,0.3424226808222063,328,2147.268292682927,6.636596162608672,457.94603658536585,854.9321033740151,85.16584891285898,23163.132977642275,0.30963211397742624,1916.4290588448202,8.461076585675212,260.2719077415745,182.91044844069927,30.52255485172631,2806.3151995246876,0.27413516807021826,19107721.298051875,0.9553860649025937,24383387941247.59,0.16439051778681812
Acremonium_felinum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,1.122333662869234,0.3467874862246563,3,18,18.616203760659232,990.888888888889,240.97824339095823,56.767462720651736,25039.333333333332,1.5099999904632533,8.54400374531753,5.023407100293655,790.79118843327,133.98299583772805,4.121314220148409,3794.5043300951857,0.8487049122268739,4308954.944311342,0.21544774721556711,41508910573.5524,2.7984918742197853e-4
Acremonium_furcatum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Wood Saprotroph,Free-living,Free-living,no,0.778386886153363,0.2578730786338314,847,860.4486422668241,12.747600106648532,897.6989346151684,572.6122690502998,56.43140674435407,23709.735492213415,0.7832680619468213,1278.6367230000017,8.974713281958454,601.2667870616999,285.1199660810131,33.68407447873436,3062.4482859164555,0.6059278467826962,18773765.4831058,0.9386882741552901,49654656552845.586,0.3347670438955111
Acremonium_fusidioides,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Human Pathogen,Human,Human,yes,0.9060149585577412,0.5345645036055323,511,276.6242661448141,14.29262775858439,720.3104044357469,826.2567583360928,79.59823852487088,23011.402707110243,0.5183972594701848,527.7683312670731,4.41833618676786,314.43002240927626,314.65291414926054,32.85209030722025,2252.381037398806,0.3160335057557951,19727440.97154158,0.9863720485770789,35184374213782.09,0.2372097556313936
Acremonium_hyalinulum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Human Pathogen,Human,Human,yes,1.086799327544675,0.43253912206692197,122,170.95081967213116,13.931094602148903,704.5310109289618,928.9701420084817,84.7290392192673,22422.045901639343,0.42796447984263564,343.2050648949845,3.4071149687738105,302.7498084046499,221.149281941252,28.960177126001035,2109.1231669231906,0.28664510238468144,18886503.16848951,0.9443251584244754,12182918754181.078,0.08213609720602642
Acremonium_masseei,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,1.7682166449806718,0.2540777442298156,2,177,24.359375,1985.75,85.0654636960913,59.8745550668918,20530.25,2.46000003814697,0,0,0,0,0,0,0,NA,NA,NA,NA
Acremonium_nigrosclerotium,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,0.5763311187417586,0.619788758288394,17,205.2941176470588,26.299040043977346,613.7107843137255,429.91908020812633,112.09202672913821,25162.619607843135,0.8438235372304915,65.01707920412369,0.430472016643577,160.57914422632075,46.55111313729602,7.88258708681669,460.28378301972015,0.11581611243851414,733624.2104584327,0.036681210522921635,165844754826.10156,0.0011181098042561757
Acremonium_parvum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,0.9040447240190979,0.4559319556497244,1,188,10.5055555817154,1273.5,283.170535351233,22.773929013951,22409.8333333333,0.816666662693024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acremonium_pilosum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,1.122333662869234,0.3467874862246563,12,132.91666666666666,21.4753473268615,664.8749999999999,374.3663306051369,83.78742252401328,24893.416666666675,0.9181249936421718,103.71592174898908,6.3562523637193324,55.888501690527605,56.66952990907293,44.40229317958384,324.34116788007515,0.0571493678964513,2600987.480139226,0.13004937400696132,16079874152.2784,1.0840900551675631e-4
Acremonium_polychromum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,1.1887396605820064,0.2218487496163564,210,278.77142857142854,19.51017524921286,1584.2996825396829,449.8716076294973,58.74328457522934,22489.121349206347,1.3443603251235825,447.755524484158,6.608163878766414,905.6866030681027,355.36729632294293,38.38101976954072,2556.716755765313,0.85035886731112,19092258.939507052,0.9546129469753526,33064684052699.47,0.2229190030925088
Acremonium_rutilum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,1.2187028839594496,0.22996663983853585,264,1843.6363636363637,5.40254994642468,658.3749458874458,734.3501344859143,67.83000847698109,22399.57197420635,0.3943073582647015,1756.477880325254,6.757195675950326,284.9979603382913,310.3570630841368,37.32594670281491,2275.9491924599374,0.36298538999267815,17254700.395623762,0.8627350197811882,33238719587217.312,0.22409233436631007
Acremonium_spinosum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA,NA,0.9919998943742278,0.07918124604762482,126,469.9920634920635,14.656206993215203,1437.8007936507936,366.0977806169104,37.99008553790183,24538.49788359788,1.0778756727144199,308.189227482902,5.8683611482479625,399.18384226294734,107.7142805615981,27.36247438061882,1294.624589089626,0.5479060535336332,5424770.804698261,0.27123854023491306,838732847265.3441,0.005654658301749821
Acremonium_stromaticum,Mitospores,Ascomycota,Sordariomycetes,Hypocreales,Plant Pathogen,Plant,Plant-Pathogen,yes,1.1503623864694774,0.5282737771670437,94,240.39361702127658,24.08403584067392,2014.53280141844,228.64879386119839,67.72280179850787,20987.06170212766,1.9823262493978162,255.51917286331954,4.358311969238958,511.09648920832586,151.33083287398316,24.1998238342692,2185.26520795599,0.507520417510337,19502999.347124252,0.9751499673562126,3153844572776.316,0.021262924725107636
Acrophialophora_fusispora,Mitospores,Ascomycota,Not assigned,Notassigned,Plant Pathogen,Plant,Plant-Pathogen,yes,1.9051954081254059,0.27620641193894907,125,274.136,20.791855559036556,688.3016,656.3048031817025,96.73708908743767,23745.091333333334,0.6687240012407303,353.0608177527748,6.770458260766622,379.94797176379217,305.5148418220756,22.025228892245494,2439.314083870652,0.3140550612055042,16068066.7149702,0.80340333574851,3697986628710.26,0.024931479502651316
Acrophialophora_hechuanensis,Mitospores,Ascomycota,Not assigned,Notassigned,NA,NA,NA,NA,1.3730210634214997,0.05958568998424405,474,169.82489451476792,26.26946056414338,578.3660689170183,441.55028950252154,109.85453454002929,25391.370393811536,0.8198660361930287,85.1451002073068,0.6383735285933381,150.27414995499774,56.817882765673765,7.169293189960959,515.4458650954147,0.14252826445249767,5425153.3227711525,0.2712576661385576,396537272573.34937,0.0026734171525784373
Adisciso_kaki,Meiospores,Ascomycota,Sordariomycetes,Amphisphaeriales,Plant Pathogen,Plant,Plant-Pathogen,yes,3.685656506512248,0,22,839,7.366382580357748,843.5386363636363,1067.3586837313549,97.59603188890638,20361.179545454546,0.23511363660747392,481.99861687215105,5.0297924124372,173.1443334962524,356.76177916332017,16.81354376628687,597.9856531284029,0.24495927624166258,17820777.997051533,0.8910388998525767,39341316157413.94,0.265235468882151
Aequabiliella_effusa,Mitospores,Ascomycota,Eurotiomycetes,Phaeomoniellales,Plant Pathogen,Plant,Plant-Pathogen,yes,0.5246963751552236,0.39619584474912695,109,235.92660550458714,17.34831233741679,1131.3195718654435,667.0222107635584,27.270026214317305,23657.344189602445,0.79678135081351,371.0108740150951,4.298756686026736,316.07749295496455,145.67869924820536,19.76929044349785,1675.8670496749094,0.1820314680186582,16292445.237524683,0.8146222618762341,9617814837155.05,0.0648424068413835
Agaricus_arvensis,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,Soil Saprotroph,Free-living,Free-living,no,1.9919998943742279,0.17609125905568124,14,1595.2142857142858,4.152547129694491,656.9386904761907,861.3565873572451,62.75863498079877,21535.27261904762,0.27723809640322433,1500.425077132448,4.900114955283469,245.03399471130368,249.27322883857136,31.831545568953782,2741.1073048775147,0.2618798317585603,10040149.773224939,0.5020074886612469,21929708742164.29,0.1478480424346661
Agaricus_atrodiscus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.480302371667054,0.2057619297229016,11,470.8181818181818,22.570833277578163,1750.0954545454545,195.26656542989622,63.24930448527922,22180.75,1.8155454841527057,741.35576050663,5.048460000350886,450.68164232335084,101.46618284221341,30.072328172902235,2129.5042498196617,0.44305733749590204,10551361.14602715,0.5275680573013575,6124545508961.983,0.04129111220529093
Agaricus_bisporus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,Undefined Saprotroph,Free-living,Free-living,no,1.8596323474453083,0.09691001300805642,17,3276.823529411765,0.2464828471150941,507.0352941176471,791.6534844916166,85.99924370762176,21601.5,0.21264705734656134,1748.2707254346408,6.380805467505727,291.46060398700644,229.21249608482526,36.14401234896183,1894.2710934057195,0.27332796939277293,15732908.475693101,0.7866454237846551,39090574979686.37,0.2635449953459701
Agaricus_bitorquis,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,Undefined Saprotroph,Free-living,Free-living,no,1.855265638040009,0.06567877564397773,19,93.3157894736842,14.508680569095134,731.5607769423558,456.93007969175125,36.110631117176915,24817.58583959901,0.9243859617333664,95.38288492618634,3.678551625910914,446.1432521555388,253.91062081739022,26.08135117598409,1955.6602829799792,0.48624830865913693,16533084.324027145,0.8266542162013573,22214566925866.82,0.14976852962978046
Agaricus_campbellensis,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.923050741151619,0.24441457751509774,38,428.2894736842105,14.814588817132476,846.0824561403509,433.65950533146156,53.79247078324259,27564.85789473684,0.9094868436455723,397.3793822025943,3.8851154247560102,332.0926031791386,76.08558448028731,29.74716819768719,2959.8250506485174,0.18540248766044257,3172988.8729181774,0.15864944364590888,373979319334.5686,0.0025213335445880597
Agaricus_cupreobrunneus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.181898071764992,0.19562242034088817,31,3065.8387096774195,2.5689740148024085,501.9145161290323,758.5126174094747,86.46272305877282,21910.852688172043,0.27877419344600185,1593.7550647610858,8.882221616337919,224.1363953018892,202.85244108275904,28.84746923450014,2568.3455248578484,0.3791474382600533,8705559.391846979,0.43527796959234893,4589005835934.753,0.030938647546180385
Agaricus_deserticola,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,2.0448220413132345,0.10473535052001298,2,815.5,19.360416702926152,812,423.135295078431,88.45349828245365,21638,0.911250002682209,81.31727983645297,0.5008673560240059,87.68124086713189,14.324025924775997,6.433189772041725,794.7880220536795,0.12197591933321128,NA,NA,NA,NA
Agaricus_haematinus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.8035749002448211,0.12493873660829993,1,758,19.7145834068457,750,413.00667921313,93.0024503949243,21076,0.997500002384186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agaricus_luteofibrillosus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.6445169804879203,0.2566108558755683,3,858.6666666666666,12.04694444771029,1448.65,610.2485735487403,48.7774063489817,21319.15,0.9973333189884833,230.76467089512064,9.011341274197568,1124.7461791444325,599.9734081337218,47.03139619176265,4127.017408795365,1.1451293753504057,8950771.09296701,0.44753855464835046,1496151929702.9893,0.010086916182617943
Agaricus_macrocarpus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.9919998943742279,0.17609125905568124,2,211.5,6.659114570227555,708.8125,751.4759365036725,24.2907524695149,19303.77083333335,0.409166663885117,234.05234457274722,1.8138025823465902,137.44388059313516,153.23568812157916,15.122964963257434,1337.2862371364845,0.12610071549313884,NA,NA,NA,NA
Agaricus_megalocarpus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,2.096969287226361,0.20514305611350372,8,169.5,18.33421874841055,490.9,475.2282015215635,77.18688553658993,30030.25,1.052500009536742,88.89640841210307,1.289497762492972,109.44812208791629,70.68508722913813,9.171893314974438,272.3272138963919,0.09019817075642099,2563294.612789884,0.1281647306394942,29288878710.46084,1.974628771116381e-4
Agaricus_microvolvatulus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.5119013577387566,0.23736091579460397,8,403.125,24.643619783222675,2502.1250000000014,43.94871339443591,28.75007557604274,18256.999999999985,2.503750018775464,316.22254256863386,2.3420897466337127,55.032728357550944,12.736294698581672,0.4760926853132095,374.01553316357354,0.2294467956021533,NA,NA,NA,NA
Agaricus_parvibicolor,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.5474974005052853,0.1962946451439682,1,14,27.3260416388512,1549.5,208.598240914734,112.013467228026,23832,1.53999996185303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agaricus_subantarcticus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,1.928513636853121,0.2498774732165999,102,359.27450980392155,13.12389025164495,762.6671568627452,398.1186676270159,29.970600588438614,25393.592810457518,0.843601305938624,392.4274835416937,3.109659470024804,254.9690406307703,87.0101343276004,18.58432196135434,2234.5893582780127,0.16393678935255285,3217770.106965339,0.16088850534826693,261336906680.32074,0.001761908948399611
Agaricus_sylvaticus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,Undefined Saprotroph,Free-living,Free-living,no,1.6028416851448994,0.14449227298397893,34,410.5,12.400814954981248,652.8651960784314,573.6714558770885,45.27007411625698,24155.4193627451,0.7441495099963222,363.10573215975637,4.88677364019875,257.4319256350223,269.0154763599536,24.679017796370452,2536.607909398205,0.2891244480591723,16504669.229134269,0.8252334614567135,3935104921577.7236,0.02653010882500521
Agaricus_taeniatus,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,2.2178492954507463,0.0803107511885947,26,2450.846153846154,5.153229162022951,503.2769230769231,722.8503330576111,85.08783713340911,23725.940384615384,0.38819231216150973,1719.813959527197,8.520170746193191,242.50749276291205,223.34280565600193,22.682225545742178,3750.1517848753597,0.42768841985681,8821684.795632511,0.4410842397816256,1419777174433.3389,0.00957200473573978
Agonimia_flabelliformis,Meiospores,Ascomycota,Eurotiomycetes,Verrucariales,Lichenized,Lichen,Lichen,yes,3.804182130363269,0,10,654.5,7.107979175419444,981.845,929.5040954532325,32.29895133196075,21595.37333333334,0.3330333322783312,484.61880781588417,5.525182442279966,316.6051312579897,209.0308032560205,32.12298124583068,2579.309132057658,0.1966507503736733,10762682.778544324,0.5381341389272162,13975937320730.762,0.0942244604501622
Agrocybe_praecox,Meiospores,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,2.2295436325171023,0.17609125905568124,35,716.4571428571429,12.311684508589751,842.3809523809524,560.764476465863,44.406305836685526,24649.29761904762,0.722490469784964,909.9287736461814,6.924964699016509,341.35949114075726,207.4823655571847,21.612469543030716,2925.2950632281154,0.27045013214529684,18272992.211048134,0.9136496105524067,15910045638695.244,0.1072640375840732
Alatospora_pulchella,Mitospores,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,1.4050648412116389,0.6887508391543328,50,943.46,4.4872947991983985,878.8291666666665,1021.5403918734335,73.1505841604069,20434.154250000003,0.20174833355657776,899.7508546304156,4.7095486875891055,205.06272331632056,301.5184998819103,38.53919905068677,1499.6460339678986,0.13962700041725962,16462459.856921002,0.8231229928460501,6321793100282.08,0.04262093699204508
Albatrellus_ovinus,Meiospores,Basidiomycota,Agaricomycetes,Russulales,Ectomycorrhizal,Plant,Plant-EcM,yes,1.3959778580435827,0.1413291527964693,18,1027.611111111111,4.947062126107307,604.8472222222222,815.956915370895,27.618769940546784,22305.43657407407,0.33263889192431045,377.132546349874,2.316002993118909,146.9105619442806,174.7228891477941,6.240236436146711,1616.7513175713793,0.09868402542484828,8264638.991147848,0.4132319495573924,2655354236712.8457,0.017902149567256213
